name,styleUrl,styleHash,Contact Names,Phone,lon,lat
"South Hill, VA Dept. of Public Works",#0,5541b804,Bill Wilson,434-447-3191,-78.13030152083,36.726576771498
South Salem Elementary School,#0,5541b804,Margaret Humphrey,540-387-2478,-80.081715578165,37.277717618947
"Southeast Rural Community Assistance Project, Inc.",#0,5541b804,Larry Wallace,(866) 928-3731,-79.947792984644,37.271720536896
Southeastern Public Service Authority (SPSA),#0,5541b804,Dean Arrington,757-420-4700,-76.235297219545,36.789579084844
Southern Appalachian Mountain Stewards,#0,5541b804,Sam Broach,276-565-6167,-82.784238964989,36.904142963657
Southern Environmental Law Center,#0,5541b804,Carey Morton,434-977-4090,-78.48227559195,38.031012469933
"Southern Virginia Botanical Gardens and Environmental Education Center, Inc.",#0,5541b804,Dr. Charles Stallard,4347532274,-79.002785769132,36.57319577868
Southwest Environmental Education Team,#0,5541b804,Carol Doss,(276) 628-1600,-81.976456726741,36.708105076851
Southwest Virginia 4-H Educational Center,#0,5541b804,Win Iden,276-676-6180,-81.923322773095,36.730295330698
SP Recycling Corporation,#0,5541b804,Mark Allen,804-359-6606,-77.411369752128,37.590302746944
SPARK (Shore People Advancing Readiness for Knowledge - Eastern Shore Community College Foundation,#0,5541b804,Eve Belote,757-789-1767,-75.743628311348,37.648305594139
Spotswood Elementary School,#0,5541b804,Kim Hartzler-Weakley,540-568-7083,-78.873232411402,38.435432152019
Spotsylvania High School,#0,5541b804,Meredith Lohr,540-582-3882,-77.546306610973,38.237510022261
Spring Hill Elementary School,#0,5541b804,Alison Bauer,703.506.3400,-77.228430186735,38.939005185698
St. Clare Walker Middle School (Middlesex County),#0,5541b804,Mandy Machut,804-758-2561,-76.499781352224,37.593274354138
St. Mary Star of the Sea,#0,5541b804,Sister Mary Therese,(757) 723-6358,-76.317333497881,37.016119617582
St. Patrick Catholic School,#0,5541b804,Richard Strauss,(757) 440-5500,-76.300307135641,36.894731811469
St. Paul High School (VaN School),#0,5541b804,Terry Vencil,276.762.5221,-76.619921665228,39.24756635806
Stafford County,#0,5541b804,Steve Hubble,540-658-4559,-77.408690127899,38.4228121089
Stafford County Public Schools,#0,5541b804,Scott Horan,540-658-6540,-77.406645640508,38.423310322369
Star Achevers Academy - Peninsula Metropolitan YMCA,#0,5541b804,Tina Banks-Gray,757-826-6018,-76.476833344276,37.105666845499
"Starbase Victory, Inc.",#0,5541b804,Bruce LaLonde,757-383-3202,-76.320341516101,36.810067479621
State Arboretum of Virginia and Blandy Experimental Farm,#0,5541b804,Candace Felling,540-837-1758,-78.063035405153,39.063867645212
State Fair of Virginia,#0,5541b804,,(804) 994-2800,-77.421758525235,37.850870225811
Staunton City,#0,5541b804,Thomas Yeago,540-886-2634,-79.074126677173,38.149326470564
Staunton City Public Schools,#0,5541b804,Dori Walk,540-332-3920,-79.074123340484,38.149324729389
Staunton Recreation and Parks,#0,5541b804,Claire Richardson,540-332-3945,-79.091430176693,38.143279446583
Staunton River Battlefield State Park,#0,5541b804,Jim Zanarini,(434) 454-4039,-78.703145666869,36.881150263828
Staunton River High School,#0,5541b804,Barbara Rezzonico,540-586-1045,-79.524721173909,37.331621800862
Staunton River State Park,#0,5541b804,Josh Ellington,434-572- 4623,-78.676804608441,36.698128663637
"STEM Education and Professional Studies, Old Dominion University, Department of",#0,5541b804,"Daniel L. Dickerson, PhD",757.683.4676,-76.284245490504,36.847386350863
Sterling Middle School,#0,5541b804,Odette Scovel,(571) 252-1360,-77.406260163623,39.001796118648
"Steward School, The",#0,5541b804,G. Dan Frank,(804) 565-2309,-77.623515031943,37.612244851015
Stewardship Virginia,#0,5541b804,Bonnie Phillips,804-786-5056,-77.431616874696,37.537649755934
Stewartsville Elementary School,#0,5541b804,Barbara Rezzonico,540-586-1045,-79.524719637497,37.331621049875
Stonewall Jackson Middle School (Hanover County),#0,5541b804,Lynn Shope,804-723-2260,-77.340883720685,37.617860949557
Stonewall Jackson Middle School (Roanoke City Public Schools),#0,5541b804,Jonathan Pait,540-853-2859,-79.940051366858,37.28344400152
Stonewall Middle School,#0,5541b804,Renee P. Chinn,703-361-3185,-77.436710300494,38.635586745396
"Stormwater Management, Virginia Department of Conservation and Recreation",#0,5541b804,Jackie Miller,(804) 786-2064,-77.431616671656,37.537650525583
Stormwater Planning Division (Fairfax County),#0,5541b804,LeAnne Astin,703-324-5879,-77.358994404556,38.854075691651
Strawbridge Elementary School,#0,5541b804,Katie Catania,757-648-3800,-76.018301723475,36.76606621676
StreamWatch,#0,5541b804,Rose Brown,434-923-8642,-78.478544518322,38.029465125173
Structures Design Build,#0,5541b804,Adam Cohen,540-774-4800,-80.031135886917,37.196770967319
Stuarts Draft Middle School,#0,5541b804,Garland King,(540) 946-7611,-79.008620839836,38.046007379581
Student Council Association for Waller Mill Elementary,#0,5541b804,Patti Flanary,757-220-4060,-76.712588037045,37.293100485091
Suffolk Public Schools,#0,5541b804,Julie Moyer,(757) 925-6750,-76.582893226208,36.728235953227
Sussex Central Middle School,#0,5541b804,Barbara Blount,434-246-1051,-77.254573724987,36.921427564614
Sussex County Middle School,#0,5541b804,Thomas Hohenwarter,(434) 246-2251,-77.254576210213,36.921426103355
"Sustainability Park, The",#0,5541b804,Brenda Robinson,804-416-1140,-77.317540593756,37.351637600547
Swansboro Elementary School,#0,5541b804,"Ms. Mary P. Pierce, Principal",(804) 780-5030,-77.466217148319,37.510728317407
Sweet Briar College,#0,5541b804,Mike Hayslett,434-381-6523,-79.08286373833,37.557648820162
Swift Creek Middle School (VaN School),#0,5541b804,Betsy Ameen,804-739-6315,-77.644885175348,37.439290153207
Swords Creek Elementary School,#0,5541b804,Heather Keen,276-991-0016,-82.080129989752,36.900944655688
Synergy/Truxtun Milleniun,#0,5541b804,Lena Simmons,757 338 5325,-76.305714248568,36.838009936873
T. C. Miller Elementary School,#0,5541b804,Teri Brandon,434-522-3717,-79.143658282538,37.413063277435
Taylor Elementary School,#0,5541b804,Mary Rowland,703-228-6275,-77.113467165389,38.907151560577
Team Estonoa- St. Paul High School,#0,5541b804,Terry Vencil,276.762.5151,-76.6199246379,39.247566465123
TFC Recycling Corporation,#0,5541b804,Kathy Russell,757-543-5766,-76.266264733961,36.789987631888
"The Nature-friendly Garden: Creating A Backyard Haven for Plants, Wildlife, and People (Book)",#0,5541b804,Marlene A. Condon,434-823-8150,-78.694970762292,38.131835907495
Thomas Harrison Middle School,#0,5541b804,Don Vale,540-434-1949,-78.891152164825,38.451658692223
Thomas Jefferson Planning District Commission,#0,5541b804,Rochelle Garwood,434-979-7310,-78.479643421519,38.029316989247
Three Lakes Nature Center and Aquarium,#0,5541b804,Tom Thorp,804-262-5055,-77.429862434394,37.618562044012
Tidewater Community College- Biology Department,#0,5541b804,"Lisa Behm, Chesapeake Campus",757-822-5210,-76.294608405159,36.725215249533
Tidewater Oyster Gardeners Association,#0,5541b804,Vic Spain,804-642-6764,-76.472607047409,37.515803404508
Tidewater Resource and Development Council,#0,5541b804,"Patricia Tyrrell, RC&D Coordinator",804.642.4852,-76.848723844278,37.910426477704
Town of Luray,#0,5541b804,D. Patrick O'Brien,540-743-6475,-78.458224895622,38.665601638732
Town of Woodstock,#0,5541b804,Angela Klem,540-459-3621,-78.504623087409,38.882782049658
"Transportation (VDOT), Department of - Environmental Division",#0,5541b804,Richard L. Walton,804-786-2801,-77.429914473849,37.538152814879
Tree Stewards of Greater Lynchburg,#0,5541b804,Klaus Schreiber,(434) 455-4411,-79.142556275509,37.414076502137
Trees Virginia,#0,5541b804,Louise Seals,434-295-6401,-78.531406772114,38.022271572558
Trevilians Elementary School (VaN School),#0,5541b804,Dr. K. Alday,804-967-1108,-78.09944508611,38.076248692467
Tricycle Gardens (Community Garden in Church Hill),#0,5541b804,Sally G. Schwitters,804-231-7767,-77.420933314014,37.534537997586
Trinity Episcopal (VaN School),#0,5541b804,Alice Phillips,804-327-3142,-77.593301840117,37.548843297722
Trout Unlimited - Winchester Virginia,#0,5541b804,Mark Zimmerman,(540) 868-9312,-78.190198456525,39.124145456611
Trout Unlimited- Virginia Council,#0,5541b804,John Ross,540-592-7020,-77.879997381679,38.990000569945
"Trout Unlimited, Inc. - Arlington Chapter",#0,5541b804,J. Seth Coffman,540-459-8163,-77.072565005346,38.893552160652
Tuckahoe Elementary School,#0,5541b804,Mary McLean for Principal Cynthia Brown,702-228-5288,-77.159366052341,38.89255348305
Twin Lakes State Park,#0,5541b804,,434-392-3435,-78.31471663249,37.133768798743
Tye River Explorers,#0,5541b804,Paula DeLuca or Glenda Cahoon,434-263-6353,-78.930487685141,37.635515382196
Under the Sea,#0,5541b804,Andrew Wilson,703-464-4763,-77.406808009214,38.992078011148
"University of Richmond, Landscape Design Professional Certificate School of Continuing Studies",#0,5541b804,"Cary Jamieson, Program Director",804-289-8133,-77.543311342565,37.57454427786
University of Virginia - College and Graduate School of Arts & Sciences,#0,5541b804,Michelle Prysby,434-243-4292,-78.510298787466,38.03400495622
University of Virginia - Energy & Facility Management,#0,5541b804,Sonny Beale,(434) 982-5438,-78.515896514299,38.035957414573
University of Virginia Climatology Office,#0,5541b804,,434-924-0548,-78.507933476927,38.033671565783
Upper Roanoke River Roundtable,#0,5541b804,Sharon Stinnette,540-982-8764,-79.974028676395,37.259021388176
Upper Tennessee River Roundtable,#0,5541b804,Carol Doss,276-628-1600,-81.976090872334,36.707415080981
Urban Backyard Edibles,#0,5541b804,Nina Zinn,(804) 859-6581,-77.436043193033,37.540727385699
Urbanna Oyster Festival Foundation Marine Science Legacy Program,#0,5541b804,Vera England,804-758-0368,-76.574393787112,37.63764211386
US Army Corps of Engineers - Philpott Lake,#0,5541b804,Susan Martin,276-629-2703,-80.027938615237,36.772296978364
"US Army Garrison, Fort Lee - Division of Environmental Management",#0,5541b804,Craig Norris,804-734-3772,-77.344162144499,37.244874489538
"US Fish and Wildlife Service-Presquile NWR, Plum Tree Island NWR & James River NWR",#0,5541b804,Cyrus Brame,804-829-9020,-77.188660397951,37.337070910946
US Forest Service-George Washington/Jefferson National Forest - North River Ranger District,#0,5541b804,Ellwood Burge,540-432-0187,-78.935103766195,38.382875289607
USDA Forest Service - Sherando Lake,#0,5541b804,Sandy Fix,540-942-5509,-79.987836517579,37.332819999651
USDA FS Blacksburg,#0,5541b804,Matt Winn,(540) 231-8815,-80.407444781173,37.204708439511
USDA Natural Resources Conservation Service- State Office,#0,5541b804,Jack Brickner,804-287-1691,-77.548089926614,37.604593975875
Valentine Museum - Richmond History Center,#0,5541b804,Visitor Desk,804-649-0711,-77.431186953689,37.541750360938
Valley AIRNow,#0,5541b804,,540-665-0973,-78.164432930209,39.183724294633
Valley Conservation Council,#0,5541b804,Faye Cooper,540-886-3541,-79.071669599598,38.149050544861
Verdun Adventure Bound,#0,5541b804,Stephen Roszel,540-937-4920,-77.943518311544,38.619217964189
Vernon Johns Junior High School,#0,5541b804,Johna Vazquez,804-862-7090,-77.387036924015,37.202831791656
Virginia Academy of Science,#0,5541b804,James Martin,804-864-1451,-77.465971368572,37.561647147297
Virginia Agribusiness Council,#0,5541b804,Katie Frazier,804-643-3555,-77.593273370896,37.633453011826
Virginia Air and Space Center,#0,5541b804,Deborah Rice,757-727-0900,-76.344101154242,37.02450023472
Virginia Aquarium & Marine Science Center,#0,5541b804,Chris Witherspoon,757-385-0270,-75.982843726569,36.820674284141
Virginia Association of Counties (VACo),#0,5541b804,Penny Gross,804-788-6652,-77.433755635502,37.536266998102
Virginia Association of Museums,#0,5541b804,"Heather Widner, Communications Director",804.358.3170,-77.481386464283,37.553838827617
Virginia Association of Science Teachers (VAST),#0,5541b804,Susan Booth,757-874-9301,-76.573253903432,37.137884691976
Virginia Association of Soil and Water Conservation Districts Educational Foundation,#0,5541b804,Elizabeth Sokolik,804-559-0324,-77.376677955764,37.605342559547
"Virginia Beach Clean Community Program, City of",#0,5541b804,Tracey Gauthier,757 -385-0445,-76.142342377533,36.789143293635
Virginia Beach Parks and Recreation,#0,5541b804,Mary Cole,757-385-1100,-76.142341508363,36.789145183878
Virginia Canals and Navigation Society,#0,5541b804,Phillip DeVoss,,-79.289456451751,37.542430144793
Virginia Center for Wind Energy at JMU,#0,5541b804,Remy Pangle,540-568-8768,-78.865155912747,38.431604082548
Virginia Climate Initiative,#0,5541b804,Rob Jones,804-648-6299 press 1,-77.434022328019,37.53620999039
Virginia Coastal Fly Anglers,#0,5541b804,Larry Clemens,757-373-0068,-76.133223706212,36.883890366967
Virginia Coastal Zone Management Program,#0,5541b804,Virginia Witmer,804-698-4320,-77.438296275101,37.539249397621
Virginia Commonwealth University's L. Douglas Wilder School of Gov't & Public Affairs,#0,5541b804,Dr. Helen Ruth Aspaas and Tammy Parece,804-828-8086,-77.45409797054,37.549798887649
Virginia Conservation Network,#0,5541b804,Dana Roberts,804-644-0283,-77.439169836275,37.541559882183
Virginia Cooperative Exension - Powhatan,#0,5541b804,Cathy Howland,(804) 598-5640,-77.919700590984,37.544344997067
Virginia Cooperative Extension - Albermarle 4-H Program,#0,5541b804,Robbie Morrison,434-872-4580,-78.515962688879,38.005843668954
Virginia Cooperative Extension - Appomattox,#0,5541b804,Bonnie Tillotson,434-352-8244,-78.830877104283,37.356089314118
Virginia Cooperative Extension - Appomattox County,#0,5541b804,Bruce Jones,434-352-8244,-78.83088003196,37.356087970745
Virginia Cooperative Extension - Arlington,#0,5541b804,Kisha Simpson,(703) 228-6400,-77.087104758748,38.83446174818
Virginia Cooperative Extension - Augusta County Office,#0,5541b804,Betty Coleman,540-245-5750,-79.008357845319,38.202078781472
Virginia Cooperative Extension - Brunswick County,#0,5541b804,Jinx Baney,434-848-2151,-77.783822198344,36.811460006535
Virginia Cooperative Extension - Buckingham County,#0,5541b804,Ruth Wallace,434-969-4261,-78.552527823917,37.551952049032
Virginia Cooperative Extension - City of Alexandria,#0,5541b804,Farrell Oxley,(703) 746-5547,-77.053612065273,38.796825531011
Virginia Cooperative Extension - Community Viability Program (Rockingham County),#0,5541b804,Eric Bendfeldt,540-432-6029,-78.901011646146,38.391918718388
Virginia Cooperative Extension - King William Office,#0,5541b804,David Moore,804-769-4955,-77.015424691969,37.68758688803
Virginia Cooperative Extension - Madison County,#0,5541b804,Adam Downing,540-948-6881,-78.258187082701,38.379657716758
Virginia Cooperative Extension - Northhampton,#0,5541b804,Christina Ruszczyk-Murray,757-414-0731,-75.908983323494,37.402895970798
Virginia Cooperative Extension - Prince William County,#0,5541b804,Paige Thacker,(703) 792-4671,-77.520880294766,38.787175490567
Virginia Cooperative Extension - Rockingham County Office,#0,5541b804,Amber Vallotton,(540) 564-3080,-78.901011175231,38.391919263208
Virginia Cooperative Extension -Lunenburg County,#0,5541b804,Donna Daniel,(434) 696-5526,-78.031380605993,36.706536597712
Virginia Cooperative Extension Westmoreland and Richmond County 4-H,#0,5541b804,Wendy Herdman,804-493-8924,-76.775426788359,38.070834862097
Virginia Council for Litter Prevention and Recycling (VCLPR),#0,5541b804,"Julie May, President",540-659-4579,-77.410785462221,38.422269308913
Virginia Department of Forestry - Charlottesville,#0,5541b804,Ellen Powell,434.977.6555,-78.531408096965,38.022270457806
Virginia Discovery Museum,#0,5541b804,Erin Lewis,434-977-1025,-78.477937816144,38.029506578366
"Virginia Eastern Shore Land Trust, Inc.",#0,5541b804,Peter Henderson,757-442-5885,-75.80993476579,37.548372432574
Virginia Energy Sense,#0,5541b804,Andy Farmer,804-371-9928,-77.432206091117,37.536184706587
Virginia Environmental Business Council (VEBC),#0,5541b804,Brenda Robinson,804-264-7445,-77.395762596429,38.848548852119
Virginia Environmental Endowment,#0,5541b804,Gerald McCarthy,804-644-5000,-77.43545868904,37.536186337324
"Virginia Federation of Garden Clubs, Inc.",#0,5541b804,Nancy Hargroves,804-553-0445,-77.470884832473,37.620153897814
Virginia Forest Products Association,#0,5541b804,,804-737-5625,-77.307983011742,37.521915905563
Virginia Forest Watch (VFW),#0,5541b804,Bud Watson,804-314-2225,-77.5135649204,37.78851851521
Virginia Green Industry Council,#0,5541b804,Lorene C. Blackwood,804-484-4323,-77.527952163536,37.57634278513
Virginia Historical Society,#0,5541b804,Evan Liddiard,804-358-4901,-77.472662803187,37.558232739198
Virginia Hot Springs Preservation Trust,#0,5541b804,Mary,540-839-2407,-79.831583694608,37.999402172074
Virginia Institute of Marine Science (VIMS) - Chesapeake Bay National Estuarine Research Reserve(VIMS),#0,5541b804,Sarah McGuire,804-684-7878,-76.501685637425,37.248115496955
Virginia Interfaith Power & Light,#0,5541b804,Katie Preston,804-643-2474,-77.426865030649,37.53407088397
Virginia Junior Academy of Science (VJAS),#0,5541b804,Susan Booth,804-864-1450,-77.465968832407,37.561646586865
Virginia Living Museum,#0,5541b804,Virginia Gabriele,757-595-1900x249,-76.479546513613,37.070058255458
Virginia Loves Trees,#0,5541b804,Sarah Gugercin,5402311836,-80.424477010947,37.233213684935
Virginia Manufacturers Association (VMA),#0,5541b804,Anne Marie Gathright,804-643-7489,-77.433993251754,37.537130966804
Virginia Marine Resource Commission,#0,5541b804,John Bull,757-247-2200,-76.430751386884,36.978697639798
Virginia Marine Science Museum,#0,5541b804,Elizabeth Miller,757-385-0275,-75.982843844063,36.820673954949
Virginia Master Naturalist - Alleghany Highlands Chapter,#0,5541b804,Jaimie Lomasney,540-862-8117,-79.695106643023,37.990072583218
Virginia Master Naturalist - Arlington Regional Chapter,#0,5541b804,Caroline Haynes,703-228-6535,-77.126198604984,38.859172325452
Virginia Master Naturalist - Banshee Reeks Chapter,#0,5541b804,John Rohm or Bruce McGranahan,540-899-4169,-77.569998875933,39.130003005063
Virginia Master Naturalist - Beagle Ridge Chapter,#0,5541b804,Ellen Reynolds,276-621-4511,-81.127962269764,36.867934008949
Virginia Master Naturalist - Blue Ridge Foothills & Lakes Chapter,#0,5541b804,Guy W. Buford,540-483-7700,-79.921263550359,37.043930320065
Virginia Master Naturalist - Historic Rivers Chapter,#0,5541b804,Susan Powell,,-76.724520609062,37.399160087172
Virginia Master Naturalist - New River Chapter,#0,5541b804,John Copeland,(540) 961-8397,-80.400397676137,37.201904688228
Virginia Master Naturalist - Rivanna Chapter,#0,5541b804,Jenny Thompson,434-872-4580,-78.531406823394,38.022269951292
Virginia Master Naturalist - Roanoke Valley,#0,5541b804,Denny McCarthy,540.387.5461,-78.531409284367,38.022266741576
Virginia Master Naturalist program (Statewide Office),#0,5541b804,Vacant,434-872-4580,-78.515964323778,38.005840249257
Virginia Master Naturalists - Central Blue Ridge Chapter,#0,5541b804,Michael Lachance,434-263-4035,-78.879681937198,37.750114617006
Virginia Master Naturalists - Central Piedmont Chapter,#0,5541b804,Thomas Kneipp,804-492-4410,-78.269349734391,37.530200929052
Virginia Master Naturalists - Central Rappahannock Chapter,#0,5541b804,Karen Snape,540-663-0181,-78.531409056983,38.022270498325
Virginia Master Naturalists - Dan River Chapter,#0,5541b804,Stuart Sutphin,434-799-6558,-79.384852976335,36.61104219118
Virginia Master Naturalists - Eastern Shore Chapter,#0,5541b804,Dot Field,757-678-6208,-75.741315105638,37.649302530133
Virginia Master Naturalists - Fairfax Chapter,#0,5541b804,Jim McGlone,(703) 324-1480,-77.362776008563,38.855193626418
Virginia Master Naturalists - Headwaters Chapter,#0,5541b804,Sandy Greene,540-234-0336,-78.96622558394,38.280210682003
Virginia Master Naturalists - Historic Southside Chapter,#0,5541b804,Janet Spencer,757-365-6256,-76.707907512784,36.908245033825
Virginia Master Naturalists - James River Chapter,#0,5541b804,Krista McCullough,804-598-9674,-77.825427053086,37.707164113535
Virginia Master Naturalists - Northern Neck Chapter,#0,5541b804,Charlene Talcott,(804) 462-5030,-76.582971013647,37.781301889159
Virginia Master Naturalists - Old Rag Chapter,#0,5541b804,Jack Price,540-987-9166,-78.252859407238,38.603043519107
Virginia Master Naturalists - Peninsula Chapter,#0,5541b804,Megan Tierney,757-727-1401,-76.350033723752,37.027100265335
Virginia Master Naturalists - Pocahontas Chapter,#0,5541b804,Marney Terrill,804-763-3898,-77.580816345856,37.384546315797
Virginia Master Naturalists - Riverine Chapter,#0,5541b804,Kathleen Ogilvy,804-798-8362,-77.302637395022,37.521914194229
Virginia Master Naturalists - Rockbridge Chapter,#0,5541b804,Karen Stanley,540-463-5253,-79.458462108519,37.778220678698
Virginia Master Naturalists - Shenandoah Chapter,#0,5541b804,Tom Adkins,540-869-8649,-78.063034543709,39.063867203094
Virginia Master Naturalists - Southwestern Piedmont Chapter,#0,5541b804,Denny Casey,(276) 634-4184,-79.864568642543,36.687242224973
Virginia Master Naturalists - Tidewater Chapter,#0,5541b804,Darren Loomis,757-925-2318,-77.431617095818,37.537652559026
Virginia Master Nauralists - Central Virginia Chapter,#0,5541b804,Greg Eaton,(434) 544-8360,-79.539124675059,37.389654001277
Virginia Middle School,#0,5541b804,Jennifer Hurt,276-821-5646,-82.186324672958,36.599496211399
Virginia Museum of Fine Arts - Teacher Programs,#0,5541b804,Tywla Kitts,804-204-2662,-77.475042856352,37.556620238773
Virginia Museum of Natural History,#0,5541b804,Denny Casey,276-634-4141,-79.864565205614,36.687242134844
Virginia Museum of Natural History - Charlottesville Branch,#0,5541b804,Ann Mallek,434-996-6159,-78.468063830113,38.167626305781
Virginia Native Plant Society,#0,5541b804,"Sally Anderson, President",(540) 722-3072,-78.063035821606,39.063868544328
Virginia Native Plant Society - Pocahontas Chapter (VNPS),#0,5541b804,Richard Moss,804-266-3070,-77.47086656888,37.620169010145
Virginia Natural Heritage Program (part of DCR),#0,5541b804,Tom  Smith,804-786-4554,-77.431512411963,37.538254979051
Virginia Natural Resources Leadership Institute (VNRLI),#0,5541b804,Dr. Frank Dukes,434-924-6569,-78.509230389315,38.042206081767
Virginia Outdoor Writers Association,#0,5541b804,Marie Majarov,540-336-8728,-78.119720924695,39.194523733356
Virginia Outdoors Foundation (VOF),#0,5541b804,Bob Lee,540-347-7727 ext. 223,-77.805765732067,38.715993700295
Virginia Peninsulas Public Service Authority (VPPSA),#0,5541b804,Tracy Hofmeyer,757-259-9850,-76.662260278949,37.247536850516
Virginia Recycling Association (VRA),#0,5541b804,Erica Trout,(804) 302-4231,-77.654671354861,37.387802123777
Virginia Resource-Use Education Council (VRUEC),#0,5541b804,Barbara Young,(804) 225-2676,-77.429856027743,37.53663688923
Virginia Save our Streams Program,#0,5541b804,Leah Miller,301-548-0150 ext. 219,-77.21998754504,39.120335121175
Virginia School for Deaf and Blind,#0,5541b804,Nancy Armstrong,(540) 332-9000,-79.035295727013,38.167025822828
Virginia Sea Grant,#0,5541b804,Katherine Davis Small,(804) 684-7026,-76.501686809192,37.248116714947
Virginia Sportsman,#0,5541b804,"Hay Hardy, Publisher",434-971-1199,-78.5616696919,38.11076053766
Virginia State University - Cooperative Exension & Agricultural Research Service (CEARS),#0,5541b804,Albert Reid,804-524-5495,-77.417048342567,37.238510999464
Virginia Tech - Eastern Shore Agricultural Research and Extension Center,#0,5541b804,Dr. Mark S. Reiter,757-414-0724 ext. 16,-75.82104183824,37.584584659825
Virginia Tech College of Natural Resources,#0,5541b804,Jeff Kirwin,540-231-7265,-80.423434019898,37.228312616875
Virginia Tech Department of Horticulture,#0,5541b804,Dr. J. Roger Harris,540-231-5451,-80.406644517932,37.215940858329
Virginia Tech Science Outreach( STEM K-12 Initiative),#0,5541b804,"Llyn Sharp, Geosciences Outreach Program Coordinator",540-231-4080,-80.424478181833,37.233211744075
Virginia Tourism Corporation,#0,5541b804,,800-847-4882,-77.438172061356,37.535221447981
Virginia Turfgrass Council,#0,5541b804,Thomas Tracy,757-464-1004,-76.13905271755,36.878211472776
Virginia Vernal Pools Program,#0,5541b804,Mr. Mike Hayslett,434-238-0223,-79.082863138274,37.557652046772
Virginia Water Monitoring Council (VWMC),#0,5541b804,Jane Walker,540-231-4159,-80.423438164268,37.228312549228
Virginia Water Resources Research Center,#0,5541b804,Stephen Schoenholtz,540-231-5624,-80.423434240621,37.228310430158
Virginia Waterman's Association,#0,5541b804,Ken Smith,(804) 366-2325,-76.322854258199,37.711161680975
Virginia Wildlife Magazine,#0,5541b804,Sally Mills,804-367-0486,-77.481659576335,37.572665868653
Virginia Zoo (Education and Conservation Programs),#0,5541b804,Janice Martin,"(757) 441-2374, ext. 229",-76.281997579139,36.878765415104
Virginiaforever,#0,5541b804,Missy Gould,804-788-0025,-77.437295442875,37.536766735285
Virginia's Explore Park,#0,5541b804,Anna Wills,540-427-1800x334,-79.90807083224,37.218096945738
Volunteer Advocates for Chesapeake Youth (VACY),#0,5541b804,Mary R. Riley,757-382-8184,-76.248363522319,36.717074725965
W.E. Waters Middle School,#0,5541b804,Dr. Eric Fischer,757-558-2813,-76.356906105624,36.79515111813
W.E.Skelton 4-H Educational Center at Smith Mnt.Lake,#0,5541b804,Rayna Wheeler,540-721-2759x253,-79.731132306918,37.038706348465
Walker Nature Education Center,#0,5541b804,Katie Shaw,(703) 476-9689,-77.341309131378,38.928075662509
Wallace Middle School,#0,5541b804,David Lambert,276-642-5400,-82.129566724734,36.650010404685
Walt Whitman Middle School,#0,5541b804,Kate Salerno,571-423-4263,-77.223621260087,38.868196112911
Ward Burton Wildlife Foundation,#0,5541b804,Ward Burton,434-467-7038,-78.927131889468,36.767913016063
Ware Academy,#0,5541b804,Ed Gardiner,804-693-3825,-76.504744235398,37.426889344552
Washingon and Lee University,#0,5541b804,Lenna Ojure,540-458-8249,-79.443491946845,37.786160723425
Waste Watchers of the Eastern Shore,#0,5541b804,Jenny O'Neill,757-787-7468,-75.813116125282,37.720008897848
Water Environment Federation,#0,5541b804,Lorien Walsh,703-535-5264,-77.044631131904,38.811972630297
Waterman Elementary School,#0,5541b804,Kim Hartzler-Weakley,540-568-7083,-78.873236030469,38.435429248048
Waterman's Museum,#0,5541b804,Pam Rudder,757-887-2641,-76.512633487271,37.239376152595
Waynesboro City Public Schools,#0,5541b804,Sue Wright,540-946-4600,-78.89592854819,38.068285026469
Waynesboro High School,#0,5541b804,Dr. B. J. Bryson,540-568-2924,-78.873232222022,38.435428887863
Weber City Elementary School (VaN School),#0,5541b804,Ralph Quisinberry,540-368-7981,-82.556147520702,36.622792002675
Wenonah Elementary School,#0,5541b804,Tyrell D. McElroy,540-949-4516,-78.879691613942,38.068160423623
Western Branch Middle School,#0,5541b804,Cathy Roberts,757-466-7965,-76.230712543215,36.848203996509
Western Virginia Land Trust,#0,5541b804,David Perry,540-985-0000,-79.942503975009,37.267018867129
Western Virginia Water Authority,#0,5541b804,Sarah Baumgardner,540-853-5707,-79.940786744667,37.269191404691
Westmoreland County,#0,5541b804,Robert Fink,804-493-0120,-76.827462010656,38.095135697755
Westside Elementary School,#0,5541b804,Jonathan Pait,540-853-2859,-79.940049787462,37.283446998772
"Wetlands Watch, Inc.",#0,5541b804,"William ""Skip"" Stiles",757-623-4835,-76.30527580787,36.867491718425
Wildlife Center of Virginia,#0,5541b804,Ed Clark,540-942-9453,-78.915141858604,38.038681579575
Wildlife Habitat  Council,#0,5541b804,,301.588.8994,-77.025943385423,38.998853813971
William Campbell High School,#0,5541b804,Mark Slusher,434-332-8276,-79.005878944811,37.112461257789
William Marvin Bass Elementary School,#0,5541b804,Anna Baker,434-384-5150,-79.143658731511,37.413065411964
William Monroe Middle School,#0,5541b804,Mary Craig,434-985-5240,-78.442654898041,38.295666171228
William Perry Elementary School,#0,5541b804,Jane Zook,540-946-4650,-78.880058339847,38.08411478554
"Williamsburg Land Conservancy, The",#0,5541b804,"Caren Schumacher, Executive Director",757-565-0343,-76.752718905497,37.308588146332
Williamsburg Montessori School,#0,5541b804,Jocelyn Swanson,(757) 565-0977,-76.77339293471,37.31292503792
"Williamsburg Parks and Recreation Department, City of",#0,5541b804,Lori Rierson,757-259-3760,-76.664371579525,37.242423164792
