STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
VA,TRss,TRss,TRss;0,VATRss;0,0,,"Newark Supergroup; Triassic Sandstone, Siltstone, and Shale",Upper Triassic,"Interbedded sandstone, siltstone, and shale",,"Newark Supergroup; Mesozoic Basins. Paper map and digital map have differernt labels:  paper map does not have TR prefix, but the digital source has TR as part of the label.From expanded explanation (ref. VA002):Sandstone, siltstone, and shale, interbedded. Sandstone, very fine- to coarse-grained, reddish-brown to gray, micaceous, minor conglomerate beds. Siltstone, reddish-brown togray, micaceous. Shale, reddish-brown, greenish-gray, gray, yellowish-brown, laminated, fossiliferous. Upward-fining sequences, discontinuous vertically and horizontally.",VA003,sandstone,siltstone,shale,VA001VA002VA003
VA,u,u,u;0,VAu;0,0,,Ultramafic Rocks,Proterozoic,Ultramafic rocks as exotic blocks within melange units,,Western Piedmont,VA003,ultramafitite (komatiite),,,VA001VA003
VA,um,um,um;0,VAum;0,0,,Ultramafic Rocks,Proterozoic,Ultramafic rocks,,"Central Virginia Volcanic-Plutonic Belt; Central Piedmont; Eastern Piedmont.From expanded explanation (ref. VA002):Ultramafic rocks. Small pods and plutons of gray to greenish-gray, medium- to coarse-grained, locally porphyroblastic schist and granofels. Mineralogy: tremolite-actinolite + chlorite ñ talc ñ plagioclase ñ quartz; locally contains relict olivine.",VA003,ultramafitite (komatiite),,,VA001VA002VA003
VA,v,v,v;0,VAv;0,0,,Mafic and Felsic Volcanic Rocks,Proterozoic,Mafic and felsic volcanic rocks,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Mafic and felsic metavolcanic rocks. Heterogeneous layered metavolcanic sequence includes crystal and lithic tuff, dacite porphyry, chert, phyllite, and greenstone metabasalt; greenschist-facies metamorphic mineral assemblages occur in the various lithologies. This unit correlates with the Roanoke Rapids volcanogenic complex of the eastern slate belt in North Carolina (Farrar, 1985a, 1985b; Geologic Map of North Carolina, 1985; Horton and Stoddard, 1986). To the extent that correlation with lithologically similar Carolina slate belt rocks is valid, mafic and felsic metavolcanic rocks (v) are Late Proterozoic to Cambrian in age.",VA003,metavolcanic rock,,,VA001VA002VA003
VA,vl,vl,vl;0,VAvl;0,0,,Metavolcanic and Metavolcanic Clastic Phyllite,Proterozoic - Cambrian,Metavolcanic and metavolcanic clastic phyllite,,"Western Piedmont, CentralCambrian added to age (Karen Hostettler).From expanded explanation (ref. VA002):Metavolcanic and metavolcanic clastic phyllite (Pavlides, 1990). Chlorite- and chlorite-epidote phyllite with variable amounts of silt-size quartz and plagioclase; in part metafelsite or metatuff. Euhedral magnetite is locally abundant. Unit grades westward into metasandstone and metasiltstone (mss).",VA003,phyllite,,,VA001VA002VA003
VA,vo,vo,vo;0,VAvo;0,0,,Felsic/Mafic Volcanic Rocks,Proterozoic,Felsic/mafic volcanic rocks as exotic blocks within melange units,,Western Piedmont,VA003,metavolcanic rock,,,VA001VA003
VA,water,water,water;0,VAwater;0,0,,Water,Holocene,Water,,,VA003,water,,,VA001VA003
VA,Ya,Ya,Ya;0,VAYa;0,0,,"Amphibolite, Amphibole Gneiss, and Schist",Proterozoic Y,"Amphibolite, amphibole gneiss, and schist.",,"Eastern PiedmontFrom expanded explanation (ref. VA002):Amphibolite, amphibole gneiss, and schist. Melanocratic, fine- to coarse-grained, weakly to strongly foliated, irregularly layered amphibole-rich gneiss and schist. Mineralogy: hornblende + clinopyroxene + plagioclase + magnetite + biotite ñ scapolite ñ garnet ñ quartz ñ epidote. Geophysical signature: narrow, strike-elongate, positive magnetic anomaly. Lenses and layers of amphibolite and amphibole gneiss are interlayered with porphyroblastic garnet-biotite gneiss (Ymd). The mafic rocks constitute 50 percent or more of the section in a zone about 0.62 mile wide surrounding outcrop areas of State Farm gneiss (Ysf); farther away from the State Farm contact, lenses and layers of amphibolite and amphibole gneiss are more widely scattered, but are laterally persistentand outline map-scale structures (Marr, 1985). Amphibolite and interlayered biotite gneiss adjacent to the State Farm gneiss were named the Sabot amphibolite by Poland (1976), who characterized the formation as a tabular sheet 0.7 to 1.0 km thick. He and Goodwin (1970) interpreted these amphibolites as metamorphosed mafic volcanic or pyroclastic rocks. Glover and others (1989 and references therein) report a low-angle regional discordance between the base of the Sabot and the compositional layering in the underlying State Farm Gneiss.",VA003,schist,gneiss,amphibolite,VA001VA002VA003
VA,Yal,Yal,Yal;0,VAYal;0,0,,Alkali Feldspar Leucogranite,Proterozoic Y,Alkali feldspar leucogranite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Alkali-feldspar leucogranite. Leucocratic, coarse grained to megacrystic, equigranular to porphyritic granite contains white alkali feldspar phenocrysts and interstitial blue quartz, with accessory biotite, pyroxene, and garnet; primary flow-banding is locally delineated by aligned feldspar phenocrysts. Geophysical signature: positive radiometric anomaly. This lithology occurs as dikes and discrete plutons, comprises migmatitic leucosomes within early or pre-Grenville age layered gneisses, and occurs as xenoliths with in someGrenville-age plutonic rocks. This is a lithologic unit that likely includes rocks spanning a range of ages.",VA003,granite,,,VA001VA002VA003
VA,Yan,Yan,Yan;0,VAYan;0,0,,Montpelier Metanorthosite,Proterozoic Y,Montpelier Metanorthosite - Anorthosite,,"Eastern PiedmontFrom expanded explanation (ref. VA002):Montpelier metanorthosite (Bice and Clement, 1982; Farrar, 1984). Metamorphosed anorthosite includes non-foliated extremely coarse-grained and foliated, recrystallized coarse-grained textural varieties. Primary mineralogy consists of antiperthitic plagioclase, clinopyroxene, apatite, and ilmenite. Amphibole, biotite, quartz, garnet, rutile, and titanite occur as later metamorphic minerals (Farrar, 1984). Xenoliths in the anorthosite could have been derived from the adjacent amphibolite and amphibole gneiss (Ya), porphyroblastic garnet-biotite gneiss (Ymd), and State Farm gneiss (Ysf).	 Geophysical signature: positive radiometric and negative magnetic anomalies. Close geochemical similarities between the Montpelier and the Grenville-age Roseland anorthosite of the central Blue Ridge (Yra) have led to the hypothesis, as yet untested, that the Montpelier is Grenville in age (Clement and Bice, 1982; Farrar, 1984). This contributes to the case for assigning a Grenville or older age to the porphyroblastic garnet-biotite gneiss (Ymd) and amphibolite and amphibole gneiss units (Ya) which the anorthosite intrudes.",VA003,anorthosite,,,VA001VA002VA003
VA,Ybg,Ybg,Ybg;0,VAYbg;0,0,,Porphyoblastic Biotite-Plagioclase Augen Gneiss,Proterozoic Y,Porphyoblastic biotite-plagioclase augen gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Porphyroblastic biotite-plagioclase augen gneiss. Mesocratic, medium- to coarse-grained, biotite-rich quartzofeldspathic gneiss con tains prominent subhedral to euhedral monocrystalline feldspar augen. The ratio plagioclase: potassium feldspar may be as high as 10:1; color index ranges from 30 to 50. Apatite, epidote, muscovite, ilmenite, and titanite are ubiquitous accessories. Plagioclase contains abundant prismatic epidote and white mica; ilmenite is rimmed with masses of anhedral titanite; subhedral hornblende and subhedral to euhedral almandine-grossular garnet occur locally. In the vicinity of adjacent charnockite, anhedral actinolitic amphibole pseudomorphs after pyroxene or rims thoroughly uralitized relict pyroxene. Rock fabric is gradational from granofels to mylonite gneiss. Geophysical signature: negative magnetic signature relative to adjacent charnockite. In northern Virginia, this unit strongly resembles prophyroblastic granite gneiss (Ybp); however, the augen in Ybp are more commonly polycrystalline aggregates rather than single-crystal porphyroblasts. This unit is widespread in the central and southeastern Blue Ridge, encompassing a number of lithologically similar metaplutonic entities: the ""biotitic facies""of the Roses Mill and Turkey Mountain ferrodiorites of Herzand Force (1987), the Archer Mountain quartz monzonite of Bartholomew and others (1981), biotite granofels and augen gneiss of Evans (1984, 1991), biotite augen gneiss of Conley (1989), and augen-bearing gneiss of Lukert and Halladay (1980), and Lukert and Nuckols (1976). Historically, most workers have interpreted these rocks as Grenville-age plutons in which the present-day biotite-rich mineral assemblage is a primary igneous assemblage that crystallized from a melt (for example, Bartholomew and others, 1981). Herz and Force (1987) and Evans (1991) presented evidence that these biotite gneisses were derived from charnockite plutons by retrograde hydration reactions.	Pettingill and others (1984) reported ages of 1009ñ26 Ma (Rb-Sr whole-rock) and 1004ñ36 Ma (Sm-Nd whole-rock) for ferrodiorite to quartzmonzonite in the Roseland district. Where this unit has been mapped in the Upperville quadrangle (A.E. Nelson, unpublished data), U-Pb zircon data suggest a crystallization age of 1055ñ2 Ma (Aleinikoff and others, 1993).",VA003,augen gneiss,,,VA001VA002VA003
VA,Yblg,Yblg,Yblg;0,VAYblg;0,0,,Biotite-Muscovite Leucogranite Gneiss,Proterozoic Y,Biotite-muscovite leucogranite gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Biotite-muscovite leucogranite gneiss: Leucocratic, coarse- to very-coarse-grained granite gneiss contains subhedral to euhedral Potassium feldspar megacrysts, and interstitialquartz and plagioclase; muscovite, biotite, epidote, titanite, and magnetite-ilmenite make up 5 to 15 percent of the mode; hornblende and garnet are locally present. Plagioclase is largely replaced by felty masses of epidote, muscovite, and titanite; clusters of  reen-brown, biotite laths contain subhedral to euhedral epidote prisms; magnetite-ilmenite is rimmed by anhedral masses of titanite. The rock contains a penetrative schistosty defined by biotite and muscovite.",VA003,granitic gneiss,,,VA001VA002VA003
VA,Ybp,Ybp,Ybp;0,VAYbp;0,0,,Porphyroblastic Granite Gneiss,Proterozoic Y,Porphyroblastic granite gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002):Porphyroblastic granite gneiss: Dark-yellowish brown to moderate-yellowish-brown, medium-grained, granoblastic to megacrystic, mafic-rich monzogranite composed of 27 to 38 percent quartz, 28 to 39 percent orthoclase, rod and bleb perthite, microcline, and myrmekite, and 33 to 40 percent oligoclase and andesine. Porphyroblasts of potassium feldspar range from 1 to 10 cm while plagioclase and quartz are generally 2 cm or less in maximum dimension. Mafic minerals, including almandine, biotite, chlorite, hornblende,and opaque minerals, are, in places, concentrated in layers. Almandine (up to 1 cm in diameter) makes up as much as 3 percent of the mode, while hornblende, commonly 0.5 to 0.75 cm in length, constitutes less than 1 percent. The rock breaks along cleavage surfaces that are commonly rich in chlorite, giving the whole rock a light green color. A U-Pb zircon age from this rock is 1144ñ2 Ma; two different populations of monazite give ages of 1106ñ1 Ma and 1063ñ1 Ma, respectively (Aleinikoff and others, 1993). This unit is the oldest dated granitic rock in the northern Virginia Blue Ridge, and is very commonly intruded by dikes of the Marshall Metagranite (Ym) and garnetiferous leucocratic metagranite (Ygt), and less commonly by leucocratic metagranite (Yg). These field relations suggest that the monazite ages are not cooling ages but represent the times of metamorphic growth during subsequent intrusive events.",VA003,granitic gneiss,,,VA001VA002VA003
VA,Ybr,Ybr,Ybr;0,VAYbr;0,0,,Border Gneiss,Proterozoic Y,border gneiss - Gneiss.,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses.From expanded explanation (ref. VA002):Border gneiss (Hillhouse, 1960). Pyroxene- and locally graphite-, sulfide-, and garnet-bearing quartzofeldspathic granulite and gneiss; includes platy leucocratic charnockite and charnockite gneiss; surrounds and is intruded by Roseland Anorthosite. Border gneiss is equivalent to banded granulite of Herz and Force (1987), and has been interpreted as in part a paragneiss derived from pre-Grenville-age sedimentary-volcanic rocks (Bartholomew and Lewis, 1984; Herz and Force, 1987).",VA003,gneiss,,,VA001VA002VA003
VA,Yc,Yc,Yc;0,VAYc;0,0,,Charnockite,Proterozoic Y,Charnockite.,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002):Charnockite. Includes dusky-green, mesocratic, coarse- to very-coarse-grained, equigranular to porphyritic, massive to vaguely foliated pyroxene-bearing granite to granodiorite; contains clinopyroxene and orthopyroxene, intermediate-composition plagioclase, potassium feldspar, and blue quartz. Reddish-brown biotite, hornblende, and poikilitic garnet are present locally; accessory minerals include apatite, magnetite-ilmenite, rutile, and zircon.Geophysical signature: charnockite pods in the southeastern Blue Ridge produce a moderate positive magnetic anomaly relative to adjacent biotite gneisses, resulting inspotty magnetic highs. This unit includes a host of plutons that are grouped on the basis of lithology, but are not necessarily consanguineous. These include Pedlar charnockite, dated at 1075 Ma (U-Pb zircon, Sinha and Bartholomew, 1984) and Roses Mill charnockite (Herz and Force, 1987), dated at 1027ñ101 Ma (Sm-Nd, Pettingill and others, 1984).",VA003,granitic gneiss,,,VA001VA002VA003
VA,Ycm,Ycm,Ycm;0,VAYcm;0,0,,Charnockite Gneiss,Proterozoic Y,Charnockite gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Charnockite gneiss. Leucocratic to mesocratic, coarse grained, porphyritic, pyroxene-bearing granite gneiss; well-developed shear foliation is superimposed on segregation layering defined by quartz-feldspar and mafic-rich domains; includes mylonitic augen gneiss.",VA003,gneiss,,,VA001VA002VA003
VA,Ycz,Ycz,Ycz;0,VAYcz;0,0,,Crozet Granite,Proterozoic Y,Crozet granite - Granite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Crozet granite (Nelson, 1962). Leucocratic, coarse grained, porphyritic alkali feldspar granite.",VA003,granite,,,VA001VA002VA003
VA,Yec,Yec,Yec;0,VAYec;0,0,,Elk Park Plutonic Group - Biotite quartz monzonite,Proterozoic Y,Elk Park Plutonic Group - Biotite quartz monzonite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002):Elk Park Plutonic Group (Yep, Yec; Rankin and others, 1972; 1973)Includes augen gneiss and porphyritic gneiss (Yep), and equigranular quartz monzonite, quartz monzonite flaser gneiss, and quartz monzonite gneiss (Yec). Rocks range in composition from diorite to quartz monzonite; most are quartz monzonite in which the primary dark mineral is biotite, with or without hornblende; epidote and titanite are common accessory minerals. Porphyritic rocks contain microcline phenocrysts. Augengneiss was probably derived from porphyritic plutonic rocks by shearing.This unit includes in part the Little River Gneiss of Dietrich (1959) and Cranberry Gneiss (Rankin and others, 1972; 1973). U-Pb zircon data from the Cranberry has been interpreted to signify ages of 1050 Ma (Davis and others, 1962) and 1080 Ma (Rankin and others, 1969).",VA003,quartz monzonite,,,VA001VA003
VA,Yep,Yep,Yep;0,VAYep;0,0,,Elk Park Plutonic Group - Biotite augen gneiss,Proterozoic Y,Elk Park Plutonic Group - Biotite augen gneiss and porphyritic gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002):Elk Park Plutonic Group (Yep, Yec; Rankin and others, 1972; 1973)Includes augen gneiss and porphyritic gneiss (Yep), and equigranular quartz monzonite, quartz monzonite flaser gneiss, and quartz monzonite gneiss (Yec). Rocks range in composition from diorite to quartz monzonite; most are quartz monzonite in which the primary dark mineral is biotite, with or without hornblende; epidote and titanite are common accessory minerals. Porphyritic rocks contain microcline phenocrysts. Augengneiss was probably derived from porphyritic plutonic rocks by shearing.This unit includes in part the Little River Gneiss of Dietrich (1959) and Cranberry Gneiss (Rankin and others, 1972; 1973). U-Pb zircon data from the Cranberry has been interpreted to signify ages of 1050 Ma (Davis and others, 1962) and 1080 Ma (Rankin and others, 1969).",VA003,augen gneiss,quartz monzonite,,VA001VA002VA003
VA,Yfh,Yfh,Yfh;0,VAYfh;0,0,,Flint Hill Gneiss,Proterozoic Y,Flint Hill Gneiss - Gneiss.,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses. From expanded explanation (ref. VA002):Flint Hill Gneiss (Lukert and others, 1977). Segregation-layered quartzofeldspathic biotite gneiss contains quartz, plagioclase, microcline, green biotite, ilmenite, and titanite; accessories include epidote, apatite, and zircon. Segregation layering is defined by quartz-feldspar- and biotite-rich domains on the order of a few millimeters thick; migmatitic leucosomes of quartz and alkali feldspar cut segregation layering in places; veins of blue quartz are com mon. This unit is considered correlative with layered biotitegranulite and gneiss (Ygb); the Flint Hill has been dated at 1081 Ma (U-Pb zircon; Lukert and others, 1977).",VA003,gneiss,,,VA001VA002VA003
VA,Yg,Yg,Yg;0,VAYg;0,0,,Leucocratic Metagranite,Proterozoic Y,Leucocratic metagranite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Leucocratic metagranite. White to light-olive-gray, to pink, fine- to medium-grained, massive monzogranite composed of 22 to 38 percent quartz (white, clear, or blue), 33 to 34 percent orthoclase, microcline, and rod and bleb microperthite, and 38 to 44 percent oligoclase and albite, and minor biotite. Locally, potassium feldspar porphyroblasts are1 to 2 cm in diameter. In Loudoun County this unit becomes coarser-grained and richer in biotite from west to east across the outcrop belt. U-Pb zircon data from two localities inLoudoun County indicate crystallization ages of 1058ñ3 Ma and 1060ñ2 Ma (Aleinikoff and others, 1993).",VA003,granite,,,VA001VA002VA003
VA,Ygb,Ygb,Ygb;0,VAYgb;0,0,,Layered Biotite Granulite and Gneiss,Proterozoic Y,Layered biotite granulite and gneiss.,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses. From expanded explanation (ref.VA002):Layered biotite granulite and gneiss. Leucocratic to mesocratic, segregation-layered quartzofeldspathic granulite and gneiss contain quartz, plagioclase (albite), microcline (includes assemblages with one alkali feldspar), biotite, ilmenite, and titanite; garnet and horn blende are commonly present. Accessory minerals include apatite and zircon. Epidote and white mica are ubiquitous secondary minerals. Relict pyroxene, largely replaced by actinolitic amphibole, occurs locally. Segregation layering is defined by alternating quartzofeldspathic and biotite-rich domains on the order of a few millimeters to centimeters thick. Quartz and feldspar are granoblastic; biotite defines a penetrative schistosity that crosscuts segregation layering. Migmatitic leucosomes composed of alkali feldspar and blue quartz cut segregation layering, and locally define attenuated isoclinal folds. This unit surrounds pods of layered pyroxene granulite (Ypg), and is cut by Grenville-age metaplutonic rocks including porphyroblastic biotite-plagioclase augen gneiss (Ybg) and alkali feldspar granite (Yal). The unit has been correlated with Flint Hill Gneiss (Yfh) (Evans, 1991), and may correlate with Stage Road layered gneiss of Sinha and Bartholomew (1984). These gneisses have been interpreted as derived from layeredpyroxene granulite (Ypg) by retrograde hydration reactions (Evans, 1991).",VA003,gneiss,granulite,,VA001VA002VA003
VA,Ygbt,Ygbt,Ygbt;0,VAYgbt;0,0,,Biotite Granite,Proterozoic Y,Biotite granite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Biotite granite. Leucocratic, medium- to coarse grained, gneissic granite; dominantly perthitic Potassium feldspar, plagioclase, and quartz, with minor biotite, muscovite, and ilmenite; accessories include apatite and zircon. Feldspars show alteration to epidote and sericite; gneissic fabric is defined by flatten quartz and feldspars.",VA003,granite,,,VA001VA002VA003
VA,Ygg,Ygg,Ygg;0,VAYgg;0,0,,Layered Leucocratic Granite Gneiss,Proterozoic Y,Layered leucocratic granite gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses.From expanded explanation (ref. VA002)):Layered leucocratic granite gneiss. Pale-red, pinkish- gray to light-gray leucocratic syenogranite with medium light- gray to greenish-gray melanocratic layers (0.25 to 1 cmthick) that are commonly migmatitic. Mineralogy consists of 26 to 39 percent quartz, 49 to 51 percent rod and bleb perthite, microcline, and orthoclase, 12 to 23 percent oligoclase, and minor garnet and biotite. Layering consists of 0.5- to 2-cm thick segregations of alkali feldspar, plagioclase, and quartz. Garnet and biotite are commonly restricted to melanocratic layers containing plagioclase and quartz. Isotopic data from multigrain fractions and single zircons are scattered, with Pb-Pb ages ranging from 1092 to 1139 Ma (Aleinikoff and others, 1993). Field relations are complex and suggest that the protolith for this unit may have been a composite of Ybp and younger granite(s) that was highly tectonized and homogenized during the Grenville orogeny.",VA003,granitic gneiss,,,VA001VA002VA003
VA,Ygh,Ygh,Ygh;0,VAYgh;0,0,,Hornblende Gneiss,Proterozoic Y,Hornblende gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses.From expanded explanation (ref. VA002):Hornblende gneiss. Gray-weathering, medium- to fine grained, massive to strongly-foliated hornblende-quartz-microcline- plagioclase gneiss with rare biotite and orthopyroxene. This lithology is very similar to layered pyroxene granulite (Ypg), and is considered equivalent.",VA003,mafic gneiss,,,VA001VA002VA003
VA,Ygn,Ygn,Ygn;0,VAYgn;0,0,,Leucocratic Granulite and Gneiss,Proterozoic Y,Leucocratic granulite and gneiss.,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses. From expanded explanation (ref. VA002):Leucocratic granulite and gneiss. Leucocratic, fine- to medium-grained layered gneiss contains predominantly alkali feldspar and blue quartz; ferromagnesian minerals includingpyroxene, ilmenite, horn blende, reddish-brown biotite, or garnet constitute less than one percent of the mode. Quartz and feldspar are granoblastic; gneissic fabric is defined bydiscontinuous quartz-rich domains.",VA003,granulite,gneiss,,VA001VA002VA003
VA,Ygr,Ygr,Ygr;0,VAYgr;0,0,,Biotite Granite Gneiss,Proterozoic Y,Biotite granite gneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002):Biotite granite gneiss:. Pink to gray, medium-grained, well-foliated or lineated biotite-plagioclase-quartz-microcline gneiss.	",VA003,granitic gneiss,,,VA001VA002VA003
VA,Ygt,Ygt,Ygt;0,VAYgt;0,0,,Garnetiferous Leucocratic Metagranite,Proterozoic Y,Garnetiferous leucocratic metagranite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Garnetiferous leucocratic metagranite. Leucocratic, medium- to fine-grained, equigranular to granoblastic monzogranite contains very-light-gray to light-gray feldspar, medium-gray quartz as much as 0.5 cm in diameter, and dusky-red euhedral to anhedral almandine garnet as much as 1 cm in diameter. Mineralogy includes quartz, microperthite, microcline, myrmekite, plagioclase, symplectitc biotite and minor chlorite, ilmenite, zircon, titanite, epidote, leucoxene, and clinozoisite. Modal composition ranges from 28 to 29 percent quartz, 35 to 40 percent potassium feldspar, 28 to 32 percent plagioclase feldspar, 2 to 5 percent almandine garnet. U-Pb zircon data suggest a crystallization age of approximately 1070 Ma (Aleinikoff and others, 1993). In northern Virginia there are numerous localities where dikes of this unit cut porphyroblastic granite gneiss (Ybp).",VA003,granite,,,VA001VA002VA003
VA,Yhd,Yhd,Yhd;0,VAYhd;0,0,,Biotite-Hornblende Granodiorite,Proterozoic Y,Biotite-hornblende granodiorite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002):Biotite-hornblende granodiorite. Mesocratic, medium- to coarse-grained, equigranular, massive to vaguely foliated granodiorite contains poikilitic green-brown hornblende,subhedral in part; lesser reddish-brown biotite, and accessory apatite, magnetite-ilmenite, and zircon; color index 30 to 40.",VA003,granodiorite,,,VA001VA002VA003
VA,Yhg,Yhg,Yhg;0,VAYhg;0,0,,Megacrystic Charnockite,Proterozoic Y,Megacrystic charnockite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002):Megacrystic charnockite. Porphyritic, foliated pyroxene-hornblende granite contains potassium feldspar megacrysts up to 4 cm across; hornblende and magnetite-ilmenite are the dominant ferromagnesian minerals; color index is about 15. Pyroxene is thoroughly uralitized; plagioclase contains abundant small epidote prisms. Adjacent to contacts with overlying Cambrian clastic rocks, charnockite grades into unakite; includes Vesuvius megaporphyry of Bartholomew and Lewis (1984).",VA003,granite,,,VA001VA002VA003
VA,Yl,Yl,Yl;0,VAYl;0,0,,Leucocharnockite,Proterozoic Y,Leucocharnockite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Leucocharnockite. Leucocratic, coarse-grained to megacrystic pyroxene-bearing granite, porphyritic in part with euhedral potassium feldspar phenocrysts, interstitialplagioclase and quartz; ferromagnesian minerals include orthopyroxene, clinopyroxene, magnetite-ilmenite; hornblende, red-brown biotite, and garnet may be present. Accessoryminerals include zircon, monozite, and apatite. Pyroxene is thoroughly uralitized.",VA003,granite,,,VA001VA002VA003
VA,Yma,Yma,Yma;0,VAYma;0,0,,Layered Quartzofeldspathic Augen Gneiss and Flaser Gneiss,Proterozoic Y,Layered quartzofeldspathic augen gneiss and flaser gneiss.,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses.From expanded explanation (ref. VA002):Layered quartzofeldspathic augen gneiss and flaser gneiss. Leucocratic to mesocratic, mesoscopically-layered coarse-grained quartzofeldspathic biotite gneiss contains prominent polycrystalline quartz-feldspar augen within an anastomosing, mica-rich, schistose matrix. Major mineralogy includes quartz, plagioclase, microcline, muscovite, biotite, epidote, titanite, and ilmenite; apatite and zircon are accessory minerals. This unit is gradational into biotite granulite and gneiss (Ygb), and is at least in part derived from that unit by superimposition of cataclastic to mylonitic fabric. Includes in part Stage Road layered gneiss (Sinha and Bartholomew, 1984; U-Pb discordia from 915 Ma to 1860 Ma).",VA003,felsic gneiss,flaser gneiss,,VA001VA002VA003
VA,Ymc,Ymc,Ymc;0,VAYmc;0,0,,Marshall Metagranite,Proterozoic Y,Marshall Metagranite - Coarse-grained metagranite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks.From expanded explanation (ref. VA002):Coarse-grained metagranite. Medium-gray to brownish-gray, medium- to coarse-grained monzogranite composed of 30 percent quartz (clear or blue), 28 percent rod and blebperthite, microcline, and orthoclase, and 42 percent saussuritized oligoclase. Sheared rock commonly has as much as 20 percent biotite. Porphyroblastic augen, commonly 1 to 2 cm in length, consist of aggregates of potassium feldspar, plagioclase, and quartz. U-Pb zircon data indicate a crystallization age of 1127ñ7 Ma (Aleinikoff and others, 1993).",VA003,granite,,,VA001VA002VA003
