HYPERLINK,PropertyID,LegacyID,Available,Address,AddressZip,BrownField,FIPS,HubZone,OfficePark,OwnerName,OwnerPhone,OwnerEmail,Sale,TownFips,Waterway,LAMBERT_Y,LAMBERT_X,Voltage,Phase,contact,AvailableDate,AddressStreet,AddressCity,AddressState,PropertyName,Longitude,Latitude,DEQStatusLetter,ResearchPark,FeaturedLocation,IndustrialPark,HighwayIntername,HighwayInterDistance,HighwayInterchangeName,HighwayArteryName,HighwayArteryDistance,HighwayAccessName,ForeignTradeZone,NaturalGasDistance,RailroadDistance,PublicTransportationName,PubliclyOwned,PropertyType,NewMarketTaxCreditZone,NatureOfContamination,NaturalGasPropaneEquipped,NaturalGasPressure,NaturalGasLineSize,RemediationPlan,RailAccess,RailroadSiding,SewerProviderDistance,SewerOnSiteTreatmentPlant,SewerLineSize,SewerAvailCapacityTo,SewerPlantTotalCapacity,TelecommBroadbandLevel,TelecommWirelessBroadband,TelecommRedundantRoute,TelecommOther,TelecommISDN,TelecommFiberOpticLine,TelecommFiber,TelecommDigital,TechnologyZone,SubmittedDate,SubmittedBy,ShowOnVAScan,SepticSystem,SepticCapacity,VAEnterpriseZone,WaterAvailCapacityToProperty,WaterProviderDistance,WellCapacity,WaterwayName,WaterwayChannelDepth,WaterTreatmentPlantTotalCap,WaterTankCapacity,WaterOnSiteTreatmentPlant,WaterLineSize,SecondaryRailProviderName,RailProviderName,AirportGeneral,AirportGenDistance,AirportCommercial,AirportCommDistance,Amps,secondaryelectricprovider,electricprovider,SewerProvider,TelecommProvider,WaterProvider,GasProvider,LocalityName,brokercontact,ZoningRestrictionsText,ZoningClassification,ZoningRestrictions,ZoningConform,WithinCorporateLimits,Lease_Type,recent_use,Roof_Type,ConstructionType,SpaceTotalAvailable,industrialceilingheight,officeceilingheight,OBJECTID,SITE_NO,Expr1,OFFICIAL,ACCURACY,GlobalID,LargestContParcel,AcreageTotal,imageURL,thumbnailURL,Shapearea,Shapelen,SDE_VECTORSDESITES_POLYGON_DETAILS_SVarea,SDE_VECTORSDESITES_POLYGON_DETAILS_SVlen
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244604,244604,,1,5624 Pleasant Run Dr,24153,0,51161,0,0,Private,,,0,,0,,,,,"Hull, John",,5624 Pleasant Run Dr,Salem,VA,5624 Pleasant Run Dr,,,0,0,0,0,I-81,0.5,,US 11/460,0.2,Pleasant Run Dr,0,500,,,0,Site,0,,0,,,0,0,0,500,0,,,,,0,0,,0,,0,0,0,2014-11-04T13:46:35.000Z,john@roanoke.org,1,0,,0,,500,,,,,,0,,,Norfolk Southern Railway Company,Roanoke-Blacksburg Regional Airport,15,Roanoke-Blacksburg Regional Airport,15,,,Appalachian Power,Western Virginia Water Authority,Verizon,Western Virginia Water Authority,Roanoke Gas Company,Roanoke,"Fountain, Jason",,R1,0,0,0,,,,,,,,39721,,51161,1,1,{69B61641-9351-4FFA-811E-604AA3957603},19.49,19.49,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118671,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118671,80077.6275792299,1090.96953254849,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244602,244602,,1,0 Twine Hollow Road,24153,0,51161,0,0,Private,,,0,,0,,,,,"Hull, John",,0 Twine Hollow Road,Salem,VA,Twine Hollow Road Site,,,0,0,0,0,I-81,2,,US 460,1,Twine Hollow Road,1,2000,,,0,Site,0,,0,,,0,0,0,2000,0,,,,,0,0,,0,,0,0,0,2014-11-04T13:29:42.000Z,john@roanoke.org,1,0,,0,,2000,,,,,,0,,,Norfolk Southern Railway Company,Roanoke-Blacksburg Regional Airport,16,Roanoke-Blacksburg Regional Airport,16,,,Appalachian Power,Western Virginia Water Authority,Verizon,Western Virginia Water Authority,Roanoke Gas Company,Roanoke,"Fountain, Jason",,AR,0,0,0,,,,,,,,39722,,51161,1,1,{59E9EEC8-D71F-4514-9E58-0AA4D62F3127},16.32,16.32,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118673,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118673,64170.0167599114,1125.85622170175,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244605,244605,,1,5458 Franklin Rd SW,24014,0,51161,0,0,Private,,,0,,0,,,,,"Hull, John",,5458 Franklin Rd SW,Roanoke,VA,5458 Franklin Road Site,,,0,0,0,0,I-581,5,,US 220,0,US 220,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-11-04T13:47:26.000Z,john@roanoke.org,0,0,,0,,0,,,,,,0,,,Norfolk Southern Railway Company,Roanoke-Blacksburg Regional Airport,12,Roanoke-Blacksburg Regional Airport,12,,,Appalachian Power,Western Virginia Water Authority,Verizon,Western Virginia Water Authority,Roanoke Gas Company,Roanoke,"Fountain, Jason",,Commercial,0,1,0,,,,,,,,39723,,51161,0,1,{DD67D562-DC15-4BFA-B72A-3F133D40CF2C},0.8,0.8,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=118670,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=118670,3488.72652744127,355.260739563322,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244626,244626,,1,Windsor Boulevard,23487,0,51093,0,0,Pamela Butler Chryst,,,0,,0,,,,,"Sutphin, Kristine",,Windsor Boulevard,Windsor,VA,Butler 460 Tract,,,0,0,0,0,I-664,15,,U.S. Route 460,0,U.S. Route 460/Windsor Blvd.,0,2000,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-11-24T15:26:46.000Z,ksutphin@isleofwightus.net,1,0,,0,,0,,,,,,0,,,,Hampton Roads Executive Airport,15,Norfolk International Airport,35,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,Isle of Wight County,Columbia Gas of Virginia,Isle of Wight,"Dickens, E. Dana",,RAC,0,1,0,,,,,,,,40119,,51093,1,2,{794D01DE-70E3-47EF-8247-B2C3C41A3063},22.4,22.4,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=119973,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=119973,164893.097330432,1689.98197121233,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244636,244636,,1,2494 & 2498 Airline Blvd,23701,0,51740,0,0,Cockrill Pauline Revocable Living TRT,,,0,,0,,,,,"Kahler, Mallory",,2494 & 2498 Airline Blvd,Porstmouth,VA,Airline and Portsmouth Blvd,,,0,0,0,0,I-264,0.36,Portsmouth Blvd/#4,Portsmouth Blvd,0.36,Portsmouth Blvd/Rt. 337,1,0,,"Bus,",0,Site,0,,0,,8,0,0,0,0,0,12,,,,0,0,,0,,0,0,0,2014-11-26T16:11:23.000Z,Edtemp,0,0,,0,,0,,,,,,0,12,,,Hampton Roads Executive Airport,6.15,Norfolk International Airport,13.73,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Carmichael, Al",,GMU - General Mixed-Use,0,1,1,,,,,,,,40519,,51740,0,1,{17955C1F-6169-4656-AAA5-6BC515AE776E},0,0.82,,,3170.86176352396,227.590769085685,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244641,244641,,1,1440 Loretta Ln,23451,0,51810,0,0,Unknown,,,0,,0,,,,,"Hall, B. Scott",,1440 Loretta Ln,Virginia Beach,VA,1440 Loretta Ln,,,0,0,0,0,I-264,0.5,,N Birdneck Road,0.2,N Birdneck Road,1,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-12-03T10:48:35.000Z,STomanova1,0,0,,0,,0,,,,,,0,,,,Norfolk International Airport,17.4,Norfolk International Airport,17.4,,,Dominion Virginia Power,Hampton Roads Sanitation District,Cox Communications,City of Virginia Beach,Virginia Natural Gas,Virginia Beach,"King, Gardner",,APZ-1,0,0,1,,,,,,,,40919,,51810,0,1,{3632245E-BBD1-41D8-82A4-D6E719575371},1.7,2.2,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=120733,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=120733,8768.14040217625,399.510437053385,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244649,244649,,1,Park Central Drive,23227,0,51087,0,0,"Farag, Steve LLC",,,0,,0,,,,,"McLaren, Gary",,Park Central Drive,Richmond,VA,Park Central Drive - 8.619 acres,,,0,0,0,0,I-95,1.2,Parham Road,Parham Road,0.4,Park Central Drive,0,100,,,0,Site,0,,0,,4,0,0,0,0,0,8,,,,0,0,,0,,0,0,0,2014-12-08T08:44:50.000Z,RBostic,1,0,,0,,0,,,,,,0,12,,,Richmond International Airport,18,Richmond International Airport,18,,,Dominion Virginia Power,Henrico County,Verizon,Henrico County,City of Richmond,Henrico,"Cox, Kevin",Office Service District,O/SC,0,1,0,,,,,,,,41319,,51087,1,1,{047A0D19-CE86-4B0B-8C7A-576DA55A6410},8.619,8.619,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=121015,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=121015,34369.6511982021,792.859066996201,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244173,244173,,1,1 Solutions Way,22980,0,51820,1,0,Solutions Way Management LLC,,rebeccap@alliedlogistics.com,0,,0,,,19.9 KV,3,"Hitchin, Gregory",,1 Solutions Way,Waynesboro,VA,Solutions Place Site,,,0,0,0,0,I-64,3,Waynesboro/Exit 96,Deplphine Avenue/Route 340,1,Solutions Place,1,0,,,0,Site,0,,0,,,0,1,0,0,0,,,,,0,0,,0,,1,0,0,2014-03-25T13:59:52.000Z,jhollen,0,0,,0,,0,,,,,,0,,,Norfolk Southern Railway Company,Waynesboro/Eagles Nest Airport,3,Shenandoah Valley Regional Airport,18,15000,,Dominion Virginia Power,City of Waynesboro,Lumos Networks,City of Waynesboro,Columbia Gas of Virginia,Waynesboro,"Seifert, Ross",,M-2,0,1,1,,,,,,,,41719,,51820,0,1,{A660BE1E-B03C-497D-9E75-708B50971863},70,114,,,209985.282972142,1982.21693287104,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244667,244667,,1,2612 Norma St,24501,0,51680,0,0,Choppers Incorporated,,,0,51680,0,,,,,"Upshur, Marjette",,2612 Norma St,Lynchburg,VA,408 Talbot Street and 2612 Norma Street,,,0,0,0,0,I-81,39,,BUS 29,1.3,Memorial Ave,0,0,,,0,Site,1,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,1,2014-12-16T08:47:28.000Z,ABentson1,0,0,,1,,0,,,,,,0,,,,Lynchburg Regional Airport,5.4,Roanoke-Blacksburg Regional Airport,58,,,American Electric Power,City of Lynchburg,Verizon,City of Lynchburg,Columbia Gas of Virginia,Lynchburg,"Read, Richard",,B-5,0,0,1,,,,,,,,42119,,51680,0,1,{17660F2E-DB36-4B81-A551-BE0329EEFA7D},1.6,1.6,,,6718.57941901513,385.474305281755,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244670,244670,,1,2710 S Main St,22801,0,51660,0,0,"Bob & Fran, LLC",,,0,,0,,,,,"Shull, Brian",,2710 S Main St,Harrisonburg,VA,2710 South Main Street,,,0,0,0,0,I-81,0.6,Harrisonburg/Exit 243,South Main Street/Route 11,0,South Main Street,0,0,,"Bus,",0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-12-18T11:31:36.000Z,jhollen,1,0,,0,,0,,,,,,0,,,,Shenandoah Valley Regional Airport,12,Shenandoah Valley Regional Airport,12,,,Harrisonburg Electric Commission,City of Harrisonburg,Verizon,City of Harrisonburg,Columbia Gas of Virginia,Harrisonburg,"Kline, Ken",,M-1,0,1,1,,,,,,,,42919,,51660,1,1,{957F35BF-8BA9-4958-99AD-50AB89275A7B},13.8,13.8,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=121532,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=121532,57405.7256635875,1086.91034999892,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244669,244669,,1,3410 Airline Blvd,23701,0,51740,0,0,ACS AIRLINE LLC,,,0,,0,,,,,"Kahler, Mallory",,3410 Airline Blvd,Portsmouth,VA,3410 Airline Blvd,,,0,0,0,0,I-264,0.82,Greenwood Dr/#2,Airline Blvd/Rt. 58,0,Airline Blvd/Rt. 58,1,0,,"Bus,",0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-12-18T11:31:02.000Z,edtemp,0,0,,0,,0,,,,,,0,,,,Hampton Roads Executive Airport,4.26,Norfolk International Airport,15.48,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Clark, James",,GMU - General Mixed-Use,0,0,1,,,,,,,,42921,,51740,0,1,{82B72697-5CCB-411B-93A6-EEDAC660C672},1.88,1.88,,,6548.59311396062,332.170998347956,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244677,244677,,1,London and Primrose Street,23704,0,51740,0,0,Portsmouth Redevelopment & Housing Authority,757-399-5261,kwarren@prha.org,0,,0,,,,,"Rigney, Charles",,London and Primrose Street,Portsmouth,VA,London and Primrose Street Site,,,0,0,0,0,I-264,0.62,Effingham St/#7,London Blvd/Rt. 141,0,London Blvd/Rt. 141,1,0,,"Bus,",1,Site,1,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-12-29T14:09:03.000Z,TWilson1,0,0,,1,,0,,,,,,0,,,,Norfolk International Airport,11.8,Norfolk International Airport,11.8,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Bucklew, Eric",Downtown Form-Based-Code,D2 FBC,0,1,1,,,,,,,,42922,,51740,0,1,{66422ED4-C8D0-47A3-B221-9D49D31B1A05},0.43,0.43,,,1725.1721774942,186.99278042039,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244680,244680,,1,Victory Boulevard and Deep Creek Boulevard,23702,0,51740,0,0,Several Owners,,,0,,0,,,,,"Rigney, Charles",,Victory Boulevard and Deep Creek Boulevard,Portsmouth,VA,Victory Boulevard and Deep Creek Boulevard,,,0,0,0,0,I-264,2.23,Victory Blvd/#3,Victory Blvd/Rt 239,0,Victory Blvd/Rt 239,1,0,,"Bus,",0,Site,1,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-12-30T09:10:29.000Z,TWilson1,1,0,,0,,0,,,,,,0,,,,Norfolk International Airport,14.83,Norfolk International Airport,14.83,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Lee, John",,IL - Light Industrial,0,1,1,,,,,,,,43319,,51740,1,1,{B4EE0491-1B85-463C-9072-6E9AC02E7A58},6.44,7.16,,,30927.6875528843,798.00742407177,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244703,244703,,1,155 Industrial Blvd.,23435,0,51800,0,0,Suffolk Economic Development Authority,,,0,,0,,,,,"Hughes, Kevin",,155 Industrial Blvd.,Suffolk,VA,Northgate Commerce Park - EDA Site,,,0,0,0,1,I-664,2.5,,Route 17/Bridge Road,2,Shoulders Hill Road,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2015-01-13T11:00:18.000Z,TSmith1,1,0,,0,,0,,,,,,0,,,,Hampton Roads Executive Airport,5,Norfolk International Airport,25,,,Dominion Virginia Power,Hampton Roads Sanitation District,Charter Communications,City of Suffolk,Columbia Gas of Virginia,Suffolk,,,M-2,0,1,1,,,,,,,,43719,,51800,1,1,{155639E7-E391-4031-AB5E-993D35EDA9A8},37,37,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122031,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122031,152737.78625713,1754.50747081164,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244702,244702,,1,Commerce Park Road,23851,0,51620,0,0,Private,,,0,,0,,,,,"Jarratt, Amanda",,Commerce Park Road,Franklin,VA,Commerce Park Road,,,0,0,0,0,I-95,35,,Route 55,2,Pretlow,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2015-01-13T10:59:55.000Z,ajarratt1,0,0,,1,,0,,,,,,0,,,,Franklin Municipal Airport,5,Norfolk International Airport,53,,,City of Franklin,Septic system practical/receiving stream on or near site,Verizon,No public supply,Not Available,Franklin City,,,M-1,0,0,1,,,,,,,,43720,,51620,0,1,{C5D4FC11-3741-4864-9213-A62E7A764C59},1,1,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122026,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122026,6047.69663367406,316.430221072705,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244143,244143,,1,804 Curtis Saunders Ct,23321,0,51550,0,0,Galitots Anthony,757-382-8040,mbass@chesva.com,0,,0,,,,,"Bass (GONE), Monica",,804 Curtis Saunders Ct,Chesapeake,VA,Enterprise South Commerce Park,,,0,0,0,0,I-64,0,,Military,0,Military,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2014-03-05T11:16:40.000Z,MBass1,1,0,,0,,0,,,,,,0,,,,Chesapeake Regional Airport,0,Norfolk International Airport,20.2,,,Dominion Virginia Power,Hampton Roads Sanitation District,Cox Communications,Hampton Roads Sanitation District Commission,Virginia Natural Gas,Chesapeake,,,M1,0,0,1,,,,,,,,44119,,51550,1,1,{24FF37B0-C99E-42D3-8674-1A5297A71BDB},20,20,,,8089.24635312684,397.678074123351,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244711,244711,,1,Design Road and Long Road and Ashcake Road,23005,0,51085,0,0,Baldwin Family Trust,,,0,,0,,,,,"Deusebio, Susan",,Design Road and Long Road and Ashcake Road,Ashland,VA,Baldwin Gilman Site,,,0,0,0,0,I-95,1.5,Lewistown Road,Washington Highway,0.75,Design Road,0,1000,,,0,Site,0,,0,,,0,0,0,700,0,8,,,,0,0,,0,,1,0,0,2015-01-22T15:04:39.000Z,sdeusebio,1,0,,0,,925,,,,,,0,12,,,Hanover County Municipal Airport,3,Richmond International Airport,20,,,Dominion Virginia Power,Hanover County,Comcast Business Communications,Hanover County,Virginia Natural Gas,Hanover,"Cox, Kevin",,M2,0,1,0,,,,,,,,44120,,51085,1,1,{B2975BFC-D4A9-45AD-8A87-52718C177156},50,100.5,,,370227.330360221,3932.73311143982,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244715,244715,,1,13392 Hilltop Farm Road,22942,0,51137,0,0,Sarah Warmack,540-661-1088,hilltopfarmva@gmail.com,0,,0,,,,,"Miller, Thomas",,13392 Hilltop Farm Road,Gordonsville,VA,13392 Hilltop Farm Road,,,0,0,0,0,I-64,18,Exit 136,Rt. 29,18,Rt. 15,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2015-01-27T08:10:06.000Z,rpowers@orangecountyva.gov,1,0,,0,,0,,,,,,0,,,Buckingham Branch Railroad,Orange County Airport,9,Charlottesville-Albemarle Airport,20,,,Dominion Virginia Power,Septic system practical,Verizon,Wells,Not Available,Orange,,,Agricultural,0,1,0,,,,,,,,44122,,51137,1,1,{21B043B7-AA91-44D8-A8F2-2A3A355131A4},47,47,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=123819,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=123819,185515.923442687,2101.86005371375,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244721,244721,,1,Germanna Highway and Somerset Ridge Road,22508,0,51137,0,0,Pete Rotelli,,,0,,0,,,,,"Miller, Thomas",,Germanna Highway and Somerset Ridge Road,Locust Grove,VA,Signature Station,,,0,0,0,0,I-95,17,,Route 3,0,Somerset Ridge Road,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,1,0,0,2015-02-03T15:10:36.000Z,rpowers@orangecountyva.gov,1,0,,0,,0,,,,,,0,,,,Culpeper Regional Airport,17,Washington Dulles International Airport,64,,,Rappahannock Electric Cooperative,Rapidan Service Authority,Verizon,Rapidan Service Authority,Columbia Gas of Virginia,Orange,"Rotelli, Pete",,Commercial,0,1,0,,,,,,,,44522,,51137,1,1,{99A0A58D-CA8C-40DB-B2F1-634757DA8FD5},28,28,,,314669.38984696,2530.49653377176,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244723,244723,,1,7147 Mechanicsville Turnpike,23111,0,51085,0,0,"JRUnlimited, LLC & REINV, LLC",,,0,,0,,,,,"Deusebio, Susan",,7147 Mechanicsville Turnpike,Mechanicsville,VA,7147 Mechanicsville Turnpike,,,0,0,0,0,I-295,0.5,,Route 360,0,Route 360 Mech Trnpike,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,1,0,0,2015-02-05T10:56:04.000Z,sdeusebio,0,0,,0,,0,,,,,,0,,,,Hanover County Municipal Airport,7,Richmond International Airport,12,,,Dominion Virginia Power,Hanover County,Verizon,Hanover County,Virginia Natural Gas,Hanover,,,B1,0,1,0,,,,,,,,44523,,51085,0,1,{BDC4CF71-2C42-481C-8608-0BA5C15F8A97},4.5,6.5,,,23302.5512642174,1006.46254510136,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244724,244724,,1,11408 Washington Hwy,23005,0,51085,0,0,Dominion Land,,,0,,0,,,,,"Deusebio, Susan",,11408 Washington Hwy,Ashland,VA,Northlake Route 1 Site,,,0,0,0,1,I-95,1,Lewistown Road,Route 1 - Washington Hwy,0,Washington Highway,0,5,,,0,Site,0,,0,,,0,0,0,0,0,,,,,1,0,,0,,1,0,0,2015-02-05T10:56:42.000Z,sdeusebio,1,0,,0,,0,,,,,,0,16,,,Hanover County Municipal Airport,2,Richmond International Airport,20,,,Dominion Virginia Power,Hanover County,Comcast Business Communications,Hanover County,Virginia Natural Gas,Hanover,,,B3 ,0,1,0,,,,,,,,44524,,51085,1,1,{F5826BBB-E596-43CF-989F-5D511223BDDD},22.1,32.62,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122978,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122978,133772.925676956,1710.30537477305,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244736,244736,,1,Corporate Road and Reads Ridge Lane,23875,0,51149,0,0,North Bay Commonwealth Co,804-228-4928,,0,,0,,,,,"Stoke, Jeffrey",,Corporate Road and Reads Ridge Lane,Prince George,VA,Corporate Road,,,0,0,0,0,I-95,0.4,Rives Road (Exit 47),U.S. Route 301,0.4,Corporate Road,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2015-02-13T10:40:24.000Z,MMende,1,0,,1,,0,,,,,,0,,,,Dinwiddie County Airport,12,Richmond International Airport,28.8,,,Dominion Virginia Power,Prince George County,Comcast Business Communications,Prince George County,Virginia Natural Gas,Prince George,"Jenkins, Chris",,Industrial,0,1,0,,,,,,,,44527,,51149,1,1,{C5E8D6BA-EE64-4881-AB96-3C1D0EAA5554},19.836,19.836,,,112746.99263352,1474.43615999578,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244729,244729,,1,"Baker Lane, Exit 225 I-81",24401,0,51015,0,0,Sandra Baker,540-885-6410,,0,,0,,,,,"Glover, Amanda",,"Baker Lane, Exit 225 I-81",Staunton,VA,Baker Business Park,,,0,0,0,0,I-81,0.5,Woodrow Wilson Parkway/I-81 exit 225,"Rt. 262, Woodrow Wilson Pkwy",0,"Rt. 262, Woodrow Wilson Pkwy",0,3000,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2015-02-12T13:35:23.000Z,MMende,1,0,,0,,0,,,,,,0,,,,Shenandoah Valley Regional Airport,14.3,Shenandoah Valley Regional Airport,14.3,,,Dominion Virginia Power,Augusta County Service Authority,Verizon,Augusta County Public Service Authority,Columbia Gas of Virginia,Augusta,"May, Keith",,Business,0,1,0,,,,,,,,44528,,51015,1,2,{328073B4-F6AE-4CA5-860F-C36A0CA25942},29.63,29.63,,,102907.374025946,1786.63336547198,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=234399,234399,60420S,1,Park Central Drive and Scott Road,23227,0,51087,0,0,Various Owners,,,0,,0,185283.80009078,181437.90009096,,,"McLaren, Gary",,Park Central Drive and Scott Road,Richmond,VA,Scott Farm,,,0,0,0,0,I-95,1,,Parham Road,0,Scott Rd,0,0,,,0,Site,0,,0,,6,0,0,0,0,1,12,,,,0,0,,0,,0,0,0,,,1,0,,0,,0,,,0,,,0,12,,,Richmond International Airport,5,Richmond International Airport,15,,,Dominion Virginia Power,Henrico County,Cavalier Telephone Company,Henrico County,City of Richmond,Henrico,"Cramsey, Neil",,O/S,0,1,0,,,,,,,,44927,,51087,1,1,{82BEB684-ECE2-4FF7-9D15-5D78C34DE834},98,191,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122316,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122316,399462.361033347,3934.95096173177,,
http://virginiascan.yesvirginia.org/propertySearch/PropertyDetails.aspx?propertyID=244740,244740,,1,3386 Holland Road,23452,0,51810,0,0,Condo Association Master,,,0,,0,,,,,"Hall, B. Scott",,3386 Holland Road,Virginia Beach,VA,3386 Holland Road - Land,,,0,0,0,0,I-264,3.1,,Lynnhaven Pkwy,0.5,Holland Road,1,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2015-02-18T13:05:53.000Z,STomanova1,0,0,,0,,0,,,,,,0,,,,Norfolk International Airport,23,Norfolk International Airport,23,,,Dominion Virginia Power,Hampton Roads Sanitation District,Cox Communications,City of Virginia Beach,Virginia Natural Gas,Virginia Beach,"Gilpin, Brian",,O-2,0,0,1,,,,,,,,44930,,51810,0,1,{C31E8B89-53FD-45A4-9B40-FBBF1126231B},2.16,2.16,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=123517,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=123517,8398.04064930011,369.206965619603,,
