OBJECTID,FTR_CODE,VDOT,SPEEDLIMIT,PRE_DIR,PRE_TYPE,ST_NAME,ST_TYPE,SUF_DIR,LADD_FR,LADD_TO,RADD_FR,RADD_TO,FULLNAME,LBLOCK,HBLOCK,ONEWAY,CLASS,BLOCK,ADDTYP,ROW,SHAPElen
10766,Navigable Streets,Local Streets- Public,25, , ,DENVER,AVENUE, ,0,0,0,0,DENVER AVENUE,3300,3300,bidirectional,Minor,3300,0,residential,264.867896
10767,Navigable Streets,Local Streets- Public,25, , ,FLORIDA,AVENUE, ,2401,2499,2400,2498,FLORIDA AVENUE,2400,2400,bidirectional,Minor,2400,0,residential,647.993328
10780,Navigable Streets,Local Streets- Public,25, , ,BARRE,STREET, ,2313,2345,2316,2336,BARRE STREET,2300,2300,bidirectional,Minor,2300,0,residential,250.80057
10781,Navigable Streets,Local Streets- Public,25, , ,POLLARD,STREET, ,900,928,901,929,POLLARD STREET,900,900,bidirectional,Minor,900,0,residential,348.125132
10782,Navigable Streets,Local Streets- Public,25, , ,RUGBY,STREET, ,950,954,949,959,RUGBY STREET,900,900,bidirectional,Minor,900,0,residential,100.801711
10783,Navigable Streets,Principal Arterials,30, , ,MONTICELLO,AVENUE, ,2011,2011,2000,2010,MONTICELLO AVENUE,2000,2000,bidirectional,Major,2000,0,arterial/collector,210.345053
10802,Navigable Streets,Local Streets- Public,25, , ,RUSH,STREET, ,1501,1549,1500,1550,RUSH STREET,1500,1500,bidirectional,Minor,1500,0,residential,551.379622
10810,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,165.847891
10811,Navigable Streets,Local Streets- Public,25,E, ,20TH,STREET, ,500,598,501,599,E 20TH STREET,500,500,bidirectional,Minor,500,0,residential,248.33848
10833,Navigable Streets,Local Streets- Public,25,,,HARRELL,AVENUE,,2501,2561,2500,2560,HARRELL AVENUE,2500,2500,bidirectional,Minor,2500,0,residential,686.585653
10834,Navigable Streets,Local Streets- Public,25, , ,TAIT,COURT, ,2501,2511,2500,2524,TAIT COURT,2500,2500,bidirectional,Minor,2500,0,residential,369.706863
10835,Navigable Streets,Collectors,25, , ,CLAREMONT,AVENUE, ,0,0,0,0,CLAREMONT AVENUE,800,800,bidirectional,Median,800,0,arterial/collector,55.072607
10897,Navigable Streets,Minor Arterials,25,W, ,PRINCESS ANNE,ROAD, ,801,899,800,898,W PRINCESS ANNE ROAD,800,800,bidirectional,Major,800,0,arterial/collector,496.5785
10898,Navigable Streets,Local Streets- Public,25, , ,LEIGH,STREET, ,0,0,0,0,LEIGH STREET,1000,1000,bidirectional,Minor,1000,0,residential,319.075496
10899,Navigable Streets,Local Streets- Public,25, , ,WESTOVER,AVENUE, ,1001,1003,1000,1004,WESTOVER AVENUE,1000,1000,bidirectional,Minor,1000,0,residential,67.000466
10900,Navigable Streets,Principal Arterials,40,E, ,PRINCESS ANNE,ROAD, ,0,0,3718,3700,E PRINCESS ANNE ROAD,3700,3700,divided oneway,Major,3700,0,arterial/collector,267.094366
10901,Navigable Streets,Local Streets- Public,25, , ,MINNESOTA,AVENUE, ,1515,1545,1514,1544,MINNESOTA AVENUE,1500,1500,bidirectional,Minor,1500,0,residential,583.826087
10902,Navigable Streets,Principal Arterials,30, , ,HAMPTON,BOULEVARD, ,0,0,0,0,HAMPTON BOULEVARD,1100,1100,bidirectional,Major,1100,0,arterial/collector,243.96441
10903,Navigable Streets,Local Streets- Public,25, , ,GRAYDON,AVENUE, ,901,907,900,904,GRAYDON AVENUE,900,900,bidirectional,Minor,900,0,residential,127.295785
10925,Navigable Streets,Local Streets- Public,25, , ,BARRAUD,AVENUE, ,2501,2599,2500,2598,BARRAUD AVENUE,2500,2500,bidirectional,Minor,2500,0,residential,130.081696
10939,Navigable Streets,Collectors,25, , ,CLAREMONT,AVENUE, ,0,0,0,0,CLAREMONT AVENUE,700,700,bidirectional,Minor,700,0,arterial/collector,16.560621
10940,Navigable Streets,Local Streets- Public,25, , ,STOCKLEY,GARDENS, ,0,0,1330,1342,STOCKLEY GARDENS,1300,1300,divided oneway,Minor,1300,0,residential,284.684011
10941,Navigable Streets,Local Streets- Public,25, , ,BALDWIN,AVENUE, ,0,0,0,0,BALDWIN AVENUE,500,500,signed oneway,Minor,500,0,residential,115.244505
10960,Navigable Streets,Local Streets- Public,25, , ,MATOAKA,STREET, ,719,719,0,0,MATOAKA STREET,700,700,bidirectional,Minor,700,0,residential,126.339021
10961,Navigable Streets,Principal Arterials,40,E, ,PRINCESS ANNE,ROAD, ,0,0,3614,3600,E PRINCESS ANNE ROAD,3600,3600,divided oneway,Major,3600,0,arterial/collector,269.030771
10962,Navigable Streets,Local Streets- Public,25, , ,NEVADA,AVENUE, ,1501,1545,1500,1544,NEVADA AVENUE,1500,1500,bidirectional,Minor,1500,0,residential,613.91144
10974,Navigable Streets,Local Streets- Public,25, , ,PASCAL,PLACE, ,1201,1299,1200,1298,PASCAL PLACE,1200,1200,bidirectional,Minor,1200,0,residential,924.495853
10975,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,216.095999
10976,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,329.70455
10851,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,334.369748
10852,Navigable Streets,Principal Arterials,40,E, ,PRINCESS ANNE,ROAD, ,0,0,3738,3720,E PRINCESS ANNE ROAD,3700,3700,divided oneway,Major,3700,0,arterial/collector,244.492009
10854,Navigable Streets,Local Streets- Public,25, , ,CORBELL,AVENUE, ,1201,1223,1200,1224,CORBELL AVENUE,1200,1200,bidirectional,Minor,1200,0,residential,203.7694
10864,Navigable Streets,Collectors,35, , ,SEWELLS POINT,ROAD, ,0,0,0,0,SEWELLS POINT ROAD,1400,1400,bidirectional,Minor,1400,0,arterial/collector,408.669622
10865,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,135.42889
10878,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,181.849049
10933,Navigable Streets,Collectors,25, , ,CLAREMONT,AVENUE, ,0,0,0,0,CLAREMONT AVENUE,800,800,bidirectional,Minor,800,0,arterial/collector,28.399936
10934,Navigable Streets,Local Streets- Public,25, , ,RALEIGH,AVENUE, ,1201,1299,1200,1298,RALEIGH AVENUE,1200,1200,bidirectional,Minor,1200,0,arterial/collector,460.643414
10935,Navigable Streets,Principal Arterials,35, , ,TIDEWATER,DRIVE, ,0,0,2400,2404,TIDEWATER DRIVE,2400,2400,divided oneway,Major,2400,0,arterial/collector,239.589842
10936,Navigable Streets,Local Streets- Public,25, , ,WEST NORCOVA,DRIVE, ,1301,1309,1300,1310,WEST NORCOVA DRIVE,1300,1300,bidirectional,Minor,1300,0,residential,141.438864
10942,Navigable Streets,Collectors,25, , ,RUGBY,STREET, ,0,0,0,0,RUGBY STREET,1000,1000,bidirectional,Minor,1000,0,arterial/collector,34.089075
10003,Navigable Streets,Principal Arterials,30, , ,HAMPTON,BOULEVARD, ,2101,2115,2100,2110,HAMPTON BOULEVARD,2100,2100,bidirectional,Major,2100,0,arterial/collector,250.096929
10004,Navigable Streets,Local Streets- Public,25, , ,PETERSON,STREET, ,2920,2920,2921,2933,PETERSON STREET,2900,2900,bidirectional,Minor,2900,0,residential,253.213678
10005,Navigable Streets,Local Streets- Public,25, , ,HARRELL,AVENUE, ,2801,2841,2800,2840,HARRELL AVENUE,2800,2800,bidirectional,Minor,2800,0,residential,578.14697
10006,Navigable Streets,Principal Arterials,30, , ,MONTICELLO,AVENUE, ,2701,2799,2700,2798,MONTICELLO AVENUE,2700,2700,bidirectional,Major,2700,0,arterial/collector,268.874405
10021,Navigable Streets,Local Streets- Public,25, , ,ALDER,STREET, ,2401,2499,2400,2498,ALDER STREET,2400,2400,bidirectional,Minor,2400,0,residential,783.778488
10022,Navigable Streets,Local Streets- Public,25, , ,OMOHUNDRO,AVENUE, ,2601,2699,2600,2698,OMOHUNDRO AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,271.484363
10023,Navigable Streets,Minor Arterials,30,W, ,26TH,STREET, ,201,299,200,298,W 26TH STREET,200,200,signed oneway,Major,200,0,arterial/collector,682.261787
10024,Navigable Streets,Minor Arterials,30,E, ,27TH,STREET, ,899,801,898,800,E 27TH STREET,800,800,signed oneway,Major,800,0,arterial/collector,361.454664
10073,Navigable Streets,Local Streets- Public,25, , ,SHOOP,AVENUE, ,2400,2498,2401,2499,SHOOP AVENUE,2400,2400,bidirectional,Minor,2400,0,residential,250.477848
10074,Navigable Streets,Local Streets- Public,25, , ,MCNEAL,AVENUE, ,1401,1425,1400,1424,MCNEAL AVENUE,1400,1400,bidirectional,Minor,1400,0,residential,417.171169
10075,Navigable Streets,Minor Arterials,30, , ,CHURCH,STREET, ,2700,2712,2701,2709,CHURCH STREET,2700,2700,divided oneway,Major,2700,0,arterial/collector,266.317642
10076,Navigable Streets,Minor Arterials,30,E, ,27TH,STREET, ,302,308,301,309,E 27TH STREET,300,300,signed oneway,Major,300,0,arterial/collector,159.220704
10077,Navigable Streets,Minor Arterials,30, , ,CHURCH,STREET, ,2701,2709,2700,2714,CHURCH STREET,2700,2700,divided oneway,Major,2700,0,arterial/collector,290.350695
10094,Navigable Streets,Local Streets- Public,25, , ,ARGONNE,AVENUE, ,2807,2841,2804,2840,ARGONNE AVENUE,2800,2800,bidirectional,Minor,2800,0,residential,576.76004
10095,Navigable Streets,Local Streets- Public,25, , ,SHOOP,AVENUE, ,2510,2510,2503,2503,SHOOP AVENUE,2500,2500,bidirectional,Minor,2500,0,residential,273.280016
10096,Navigable Streets,Principal Arterials,30, , ,HAMPTON,BOULEVARD, ,1901,1999,1900,1998,HAMPTON BOULEVARD,1900,1900,bidirectional,Major,1900,0,arterial/collector,252.745175
10108,Navigable Streets,Local Streets- Public,25, , ,CAPE HENRY,AVENUE, ,4620,4638,4621,4639,CAPE HENRY AVENUE,4600,4600,bidirectional,Minor,4600,0,residential,252.416489
10109,Navigable Streets,Local Streets- Public,25, , ,EARLY,STREET, ,2309,2329,2300,2328,EARLY STREET,2300,2300,bidirectional,Minor,2300,0,residential,419.990568
10110,Navigable Streets,Local Streets- Public,25, , ,HARRINGTON,AVENUE, ,901,999,900,998,HARRINGTON AVENUE,900,900,signed oneway,Minor,900,0,residential,870.31497
10128,Navigable Streets,Collectors,25,W, ,PRINCESS ANNE,ROAD, ,1401,1499,1400,1498,W PRINCESS ANNE ROAD,1400,1400,bidirectional,Minor,1400,0,arterial/collector,669.511634
10129,Navigable Streets,Local Streets- Public,25, , ,LENS,AVENUE, ,2801,2841,2800,2842,LENS AVENUE,2800,2800,bidirectional,Minor,2800,0,residential,577.990824
9638,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,380.99086
10130,Navigable Streets,Local Streets- Public,25, , ,SHOOP,AVENUE, ,2600,2614,2601,2615,SHOOP AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,258.788049
9640,Navigable Streets,Local Streets- Public,25,W, ,30TH,STREET, ,198,100,199,101,W 30TH STREET,100,100,signed oneway,Minor,100,0,residential,368.33095
10150,Navigable Streets,Local Streets- Public,25, , ,DENVER,AVENUE, ,3950,3998,3951,3999,DENVER AVENUE,3900,3900,bidirectional,Minor,3900,0,residential,248.577162
9398,Navigable Streets,Principal Arterials,40,E, ,PRINCESS ANNE,ROAD, ,5376,5396,0,0,E PRINCESS ANNE ROAD,5300,5300,divided oneway,Major,5300,0,arterial/collector,406.084771
10151,Navigable Streets,Local Streets- Public,25, , ,HEMLOCK,STREET, ,2401,2469,2400,2476,HEMLOCK STREET,2400,2400,bidirectional,Minor,2400,0,residential,1048.401365
9399,Navigable Streets,Minor Arterials,25, , ,CHESAPEAKE,BOULEVARD, ,0,0,0,0,CHESAPEAKE BOULEVARD,3000,3000,divided oneway,Major,3000,0,arterial/collector,96.896789
10152,Navigable Streets,Local Streets- Public,25, , ,DAVIS,STREET, ,0,0,3123,3129,DAVIS STREET,3100,3100,bidirectional,Minor,3100,0,residential,169.858721
9400,Navigable Streets,Local Streets- Public,25, , ,MORTON,AVENUE, ,0,0,2714,2714,MORTON AVENUE,2700,2700,bidirectional,Minor,2700,0,residential,261.99475
10167,Navigable Streets,Local Streets- Public,25, , ,BRANDON,AVENUE, ,1201,1299,1200,1298,BRANDON AVENUE,1200,1200,bidirectional,Minor,1200,0,residential,465.337563
9842,Navigable Streets,Local Streets- Public,25, , ,SOUTH CAPE HENRY,AVENUE, ,0,0,4905,4913,SOUTH CAPE HENRY AVENUE,4900,4900,bidirectional,Minor,4900,0,residential,301.910064
10168,Navigable Streets,Local Streets- Public,25,W, ,22ND,STREET, ,701,799,700,798,W 22ND STREET,700,700,bidirectional,Minor,700,0,residential,893.857753
9843,Navigable Streets,Collectors,25, , ,GRANBY,STREET, ,2801,2899,2800,2898,GRANBY STREET,2800,2800,bidirectional,Minor,2800,0,arterial/collector,269.111438
10169,Navigable Streets,Minor Arterials,30,E, ,26TH,STREET, ,724,798,723,799,E 26TH STREET,700,700,signed oneway,Major,700,0,arterial/collector,356.905664
9844,Navigable Streets,Local Streets- Public,25,W, ,28TH,STREET, ,115,118,106,116,W 28TH STREET,100,100,signed oneway,Minor,100,0,residential,367.06185
10170,Navigable Streets,Local Streets- Public,25, , ,FAWN,STREET, ,0,0,0,0,FAWN STREET,2600,2600,signed oneway,Minor,2600,0,residential,314.334709
9845,Navigable Streets,Minor Arterials,25, , ,AZALEA GARDEN,ROAD, ,2331,2339,2332,2338,AZALEA GARDEN ROAD,2300,2300,bidirectional,Major,2300,0,arterial/collector,147.133646
10189,Navigable Streets,Local Streets- Public,25, , ,MIDDLE,AVENUE, ,0,0,0,0,MIDDLE AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,34.800426
9846,Navigable Streets,Local Streets- Public,25, , ,AZALEA GARDEN,ROAD, ,0,0,0,0,AZALEA GARDEN ROAD,2300,2300,bidirectional,Minor,2300,0,arterial/collector,109.966478
10191,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,329.261112
9919,Navigable Streets,Minor Arterials,25, , ,LLEWELLYN,AVENUE, ,2601,2699,2600,2698,LLEWELLYN AVENUE,2600,2600,bidirectional,Major,2600,0,arterial/collector,270.852954
10212,Navigable Streets,Local Streets- Public,25, , ,DAVIS,STREET, ,3020,3050,3021,3051,DAVIS STREET,3000,3000,bidirectional,Minor,3000,0,residential,267.421385
10213,Navigable Streets,Local Streets- Public,25, , ,VINCENT,AVENUE, ,2701,2799,2700,2798,VINCENT AVENUE,2700,2700,bidirectional,Minor,2700,0,residential,649.466207
9920,Navigable Streets,Minor Arterials,30,W, ,26TH,STREET, ,301,327,300,326,W 26TH STREET,300,300,signed oneway,Major,300,0,arterial/collector,413.151812
10215,Navigable Streets,Local Streets- Public,25, , ,SPRUCE,STREET, ,2301,2399,2300,2398,SPRUCE STREET,2300,2300,bidirectional,Minor,2300,0,residential,416.521306
9987,Navigable Streets,Local Streets- Public,25, , ,NORTH BRANDON,AVENUE, ,1901,1913,1912,1912,NORTH BRANDON AVENUE,1900,1900,bidirectional,Minor,1900,0,residential,251.979523
10220,Navigable Streets,Principal Arterials,30, , ,MONTICELLO,AVENUE, ,0,0,0,0,MONTICELLO AVENUE,2500,2500,divided oneway,Major,2500,0,arterial/collector,42.964735
9988,Navigable Streets,Principal Arterials,40,E, ,PRINCESS ANNE,ROAD, ,0,0,5101,5117,E PRINCESS ANNE ROAD,5100,5100,divided oneway,Major,5100,0,arterial/collector,280.653109
10221,Navigable Streets,Local Streets- Public,25,E, ,25TH,STREET, ,0,0,0,0,E 25TH STREET,200,200,bidirectional,Minor,200,0,residential,8.459409
9989,Navigable Streets,Principal Arterials,25,E, ,PRINCESS ANNE                 ,ROAD, ,0,0,0,0,E PRINCESS ANNE ROAD                    ,1500,1500,bidirectional,Median,1500,0,arterial/collector,45.017535
10222,Navigable Streets,Collectors,25, , ,LEO,STREET, ,0,0,0,0,LEO STREET,2500,2500,bidirectional,Minor,2500,0,arterial/collector,41.162184
9128,Navigable Streets,Local Streets- Public,25, , ,BLUESTONE,AVENUE, ,0,0,0,0,BLUESTONE AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,259.12598
10223,Navigable Streets,Minor Arterials,25, , ,COLLEY,AVENUE, ,0,0,0,0,COLLEY AVENUE,2000,2000,bidirectional,Major,2000,0,arterial/collector,40.540697
9129,Navigable Streets,Local Streets- Public,25, , ,RACINE,AVENUE, ,3101,3123,3102,3122,RACINE AVENUE,3100,3100,bidirectional,Minor,3100,0,residential,335.785892
10236,Navigable Streets,Local Streets- Public,25, , ,WEST,AVENUE, ,0,0,0,0,WEST AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,234.850124
9130,Navigable Streets,Local Streets- Public,25, , ,BELLEVUE,AVENUE, ,1712,1720,1711,1721,BELLEVUE AVENUE,1700,1700,bidirectional,Minor,1700,0,residential,160.231018
10237,Navigable Streets,Local Streets- Public,25, , ,TAIT,TERRACE, ,3400,3414,3407,3415,TAIT TERRACE,3400,3400,bidirectional,Minor,3400,0,residential,267.711799
9131,Navigable Streets,Local Streets- Public,25, , ,NEWPORT,AVENUE, ,0,0,0,0,NEWPORT AVENUE,3300,3300,divided oneway,Minor,3300,0,residential,178.051569
10252,Navigable Streets,Local Streets- Public,25, , ,FEARER,AVENUE, ,2300,2398,2301,2399,FEARER AVENUE,2300,2300,bidirectional,Minor,2300,0,residential,115.953157
9287,Navigable Streets,Local Streets- Public,25, , ,BROADWAY,STREET, ,200,298,201,299,BROADWAY STREET,200,200,signed oneway,Minor,200,0,residential,680.207283
10273,Navigable Streets,Local Streets- Public,25, , ,CAPE HENRY,AVENUE, ,4500,4500,4501,4505,CAPE HENRY AVENUE,4500,4500,bidirectional,Minor,4500,0,residential,100.601271
9288,Navigable Streets,Local Streets- Public,25, , ,LAFAYETTE,BOULEVARD, ,3600,3614,3601,3615,LAFAYETTE BOULEVARD,3600,3600,bidirectional,Minor,3600,0,residential,251.20733
10274,Navigable Streets,Local Streets- Public,25, , ,BIRCH,STREET, ,2301,2329,2304,2330,BIRCH STREET,2300,2300,bidirectional,Minor,2300,0,residential,416.140742
9289,Navigable Streets,Local Streets- Public,25, , ,KANSAS,AVENUE, ,3101,3199,3100,3198,KANSAS AVENUE,3100,3100,bidirectional,Minor,3100,0,residential,605.344486
10276,Navigable Streets,Local Streets- Public,25, , ,ARMISTEAD,AVENUE, ,2501,2599,2500,2598,ARMISTEAD AVENUE,2500,2500,bidirectional,Minor,2500,0,residential,270.717562
9290,Navigable Streets,Principal Arterials,40,E, ,PRINCESS ANNE,ROAD, ,5400,5432,0,0,E PRINCESS ANNE ROAD,5400,5400,divided oneway,Major,5400,0,arterial/collector,493.049975
10277,Navigable Streets,Local Streets- Public,25,E, ,25TH,STREET, ,200,298,201,299,E 25TH STREET,200,200,bidirectional,Minor,200,0,residential,325.004413
9367,Navigable Streets,Local Streets- Public,25, , ,DANWOOD,DRIVE, ,2751,2799,2750,2798,DANWOOD DRIVE,2700,2700,bidirectional,Minor,2700,0,residential,254.083818
10278,Navigable Streets,Local Streets- Public,25,E, ,25TH,STREET, ,800,816,801,821,E 25TH STREET,800,800,bidirectional,Minor,800,0,residential,392.587002
9368,Navigable Streets,Minor Arterials,25, , ,CHESAPEAKE,BOULEVARD, ,0,0,0,0,CHESAPEAKE BOULEVARD,3000,3000,divided oneway,Major,3000,0,arterial/collector,50.750045
10279,Navigable Streets,Local Streets- Public,25, , ,GAZEL,STREET, ,2501,2599,2500,2598,GAZEL STREET,2500,2500,signed oneway,Minor,2500,0,residential,313.606213
9369,Navigable Streets,Local Streets- Public,25, , ,OMOHUNDRO,AVENUE, ,3201,3205,3200,3206,OMOHUNDRO AVENUE,3200,3200,bidirectional,Minor,3200,0,residential,185.154528
10294,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,33.540961
9370,Navigable Streets,Local Streets- Public,25,W, ,32ND,STREET, ,298,200,299,201,W 32ND STREET,200,200,signed oneway,Minor,200,0,residential,680.38637
10316,Navigable Streets,Local Streets- Public,25, , ,RIVER OAKS,DRIVE, ,1201,1213,1217,1221,RIVER OAKS DRIVE,1200,1200,bidirectional,Minor,1200,0,residential,112.641346
9541,Navigable Streets,Minor Arterials,30,W, ,27TH,STREET, ,711,729,700,726,W 27TH STREET,700,700,signed oneway,Major,700,0,arterial/collector,506.440626
10357,Navigable Streets,Local Streets- Public,25, , ,MILTATE,AVENUE, ,0,0,1500,1508,MILTATE AVENUE,1500,1500,bidirectional,Minor,1500,0,residential,194.644684
9542,Navigable Streets,Principal Arterials,35, , ,TIDEWATER,DRIVE, ,2917,2999,2924,2998,TIDEWATER DRIVE,2900,2900,bidirectional,Major,2900,0,arterial/collector,253.539045
10358,Navigable Streets,Local Streets- Public,25, , ,HALE,STREET, ,2501,2529,2500,2534,HALE STREET,2500,2500,bidirectional,Minor,2500,0,residential,352.443722
9011,Navigable Streets,Minor Arterials,30, , ,LAFAYETTE,BOULEVARD, ,2000,2012,2001,2023,LAFAYETTE BOULEVARD,2000,2000,bidirectional,Major,2000,0,arterial/collector,250.274482
10359,Navigable Streets,Collectors,25, , ,LINDENWOOD,AVENUE, ,0,0,0,0,LINDENWOOD AVENUE,800,800,bidirectional,Minor,800,0,arterial/collector,400.925555
9012,Navigable Streets,Local Streets- Public,25, , ,LIND,STREET, ,4710,4722,4701,4745,LIND STREET,4700,4700,bidirectional,Minor,4700,0,residential,779.269798
10374,Navigable Streets,Local Streets- Public,25, , ,SANTOS,STREET, ,0,0,0,0,SANTOS STREET,3600,3600,bidirectional,Minor,3600,0,residential,264.416861
9013,Navigable Streets,Local Streets- Public,25, , ,DANWOOD,DRIVE, ,2841,2899,2840,2898,DANWOOD DRIVE,2800,2800,bidirectional,Minor,2800,0,residential,313.385235
10397,Navigable Streets,Local Streets- Public,25, , ,KENNON,AVENUE, ,2301,2399,2300,2398,KENNON AVENUE,2300,2300,bidirectional,Minor,2300,0,residential,417.51447
9014,Navigable Streets,Local Streets- Public,25, , ,34TH,STREET, ,298,200,299,201,34TH STREET,200,200,signed oneway,Minor,200,0,residential,550.208603
10398,Navigable Streets,Local Streets- Public,25, , ,SOMME,AVENUE, ,2601,2699,2600,2698,SOMME AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,531.040517
9026,Navigable Streets,Principal Arterials,45,N, ,MILITARY,HIGHWAY, ,0,0,0,0,N MILITARY HIGHWAY,1500,1500,divided oneway,Major,1500,0,arterial/collector,115.921425
10421,Navigable Streets,Minor Arterials,25,W, ,21ST,STREET, ,501,599,500,598,W 21ST STREET,500,500,bidirectional,Major,500,0,arterial/collector,572.916946
9027,Navigable Streets,Minor Arterials,25, , ,AZALEA GARDEN,ROAD, ,2647,2647,2644,2660,AZALEA GARDEN ROAD,2600,2600,bidirectional,Major,2600,0,arterial/collector,452.382122
10422,Navigable Streets,Local Streets- Public,25, , ,BRANDON,AVENUE, ,815,801,810,800,BRANDON AVENUE,800,800,signed oneway,Minor,800,0,residential,180.02528
9028,Navigable Streets,Local Streets- Public,25, , ,34TH,STREET, ,398,300,399,301,34TH STREET,300,300,signed oneway,Minor,300,0,residential,438.75912
10423,Navigable Streets,Principal Arterials,40,E, ,PRINCESS ANNE,ROAD, ,0,0,0,0,E PRINCESS ANNE ROAD,4700,4700,divided oneway,Major,4700,0,arterial/collector,241.433485
9029,Navigable Streets,Local Streets- Public,25, , ,DEBREE,AVENUE, ,3401,3499,3400,3498,DEBREE AVENUE,3400,3400,bidirectional,Minor,3400,0,residential,263.539242
10424,Navigable Streets,Principal Arterials,25,E, ,PRINCESS ANNE                 ,ROAD, ,0,0,0,0,E PRINCESS ANNE ROAD                    ,1500,1500,bidirectional,Median,1500,0,arterial/collector,50.892601
9103,Navigable Streets,Local Streets- Public,25, , ,BELLEVUE,AVENUE, ,1616,1624,1615,1625,BELLEVUE AVENUE,1600,1600,bidirectional,Minor,1600,0,residential,160.394964
10432,Navigable Streets,Local Streets- Public,25, , ,RIVER OAKS,DRIVE, ,1225,1253,1224,1256,RIVER OAKS DRIVE,1200,1200,bidirectional,Minor,1200,0,residential,637.715487
9104,Navigable Streets,Principal Arterials,25, , ,NORTHAMPTON,BOULEVARD, ,0,0,0,0,NORTHAMPTON BOULEVARD,6200,6200,divided oneway,Major,6200,0,arterial/collector,563.11567
10433,Navigable Streets,Local Streets- Public,25, , ,DENVER,AVENUE, ,0,0,3728,3728,DENVER AVENUE,3700,3700,bidirectional,Minor,3700,0,residential,125.084992
9105,Navigable Streets,Principal Arterials,55, , ,NORTHAMPTON,BOULEVARD, ,0,0,0,0,NORTHAMPTON BOULEVARD,0,0,divided oneway,Median,0,0,arterial/collector,74.476868
10434,Navigable Streets,Local Streets- Public,25, , ,SPOTSWOOD,AVENUE, ,1001,1035,1000,1036,SPOTSWOOD AVENUE,1000,1000,bidirectional,Minor,1000,0,residential,559.721659
9120,Navigable Streets,Minor Arterials,30, , ,LAFAYETTE,BOULEVARD, ,0,0,0,0,LAFAYETTE BOULEVARD,2400,2400,bidirectional,Major,2400,0,arterial/collector,57.075077
10435,Navigable Streets,Local Streets- Public,25, , ,SUMMIT,AVENUE, ,0,0,0,0,SUMMIT AVENUE,900,900,bidirectional,Minor,900,0,residential,248.402957
9121,Navigable Streets,Local Streets- Public,25, , ,33RD,STREET, ,300,300,305,301,33RD STREET,300,300,signed oneway,Minor,300,0,residential,154.56878
10440,Navigable Streets,Local Streets- Public,25, , ,CAPE HENRY,AVENUE, ,3830,3898,3831,3899,CAPE HENRY AVENUE,3800,3800,bidirectional,Minor,3800,0,residential,255.018346
9122,Navigable Streets,Local Streets- Public,25, , ,BOWDENS FERRY,ROAD, ,2601,2699,2600,2698,BOWDENS FERRY ROAD,2600,2600,bidirectional,Minor,2600,0,residential,254.323626
10441,Navigable Streets,Local Streets- Public,25, , ,PALMYRA,STREET, ,2301,2399,2300,2398,PALMYRA STREET,2300,2300,bidirectional,Minor,2300,0,residential,417.784523
9123,Navigable Streets,Local Streets- Public,25, , ,ASHBY,STREET, ,5364,5378,5369,5399,ASHBY STREET,5300,5300,bidirectional,Minor,5300,0,residential,233.570575
10442,Navigable Streets,Local Streets- Public,25, , ,RIVER OAKS,DRIVE, ,1261,1297,1260,1280,RIVER OAKS DRIVE,1200,1200,bidirectional,Minor,1200,0,residential,561.345086
9140,Navigable Streets,Minor Arterials,25, , ,LLEWELLYN,AVENUE, ,0,0,0,0,LLEWELLYN AVENUE,3200,3200,bidirectional,Major,3200,0,arterial/collector,68.870976
9141,Navigable Streets,Local Streets- Public,25, , ,BROADWAY,STREET, ,305,309,0,0,BROADWAY STREET,300,300,signed oneway,Minor,300,0,residential,145.087756
